product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt
"Aelfric Eden Unisex Baggy Wide-Leg Leopard Print Joggers - Double Waist Layered, Embroidered, Soft, Drawstring, Polyester-Cotton Fabric, Casual Streetwear Track",aelfric-eden-unisex-baggy-wide-leg-leopa-1732224378134631010.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/fdbeb3b6a6c84153a1ba23de8c0ec722.png,65.0,3510.0,47.5,12.0,7.8,58.0,7,,https://shop.tiktok.com/view/product/1732224378134631010,Stop overthinking the Aelfric Eden Unisex Baggy Wide-Leg Leopard Print and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Men's M2 Relaxed Stretch Legacy Boot Cut Jeans,men-s-m2-relaxed-stretch-legacy-boot-cut-1732127096178316130.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/1c73496645174956bee5a8d442bb0512.png,64.95,1490.0,54.8,10.0,6.5,13.0,7,,https://shop.tiktok.com/view/product/1732127096178316130,Do NOT scroll past the Men's M2 Relaxed Stretch Legacy Boot Cut Jeans if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
- Tree Camo Hoodies,tree-camo-hoodies-1731517923786134007.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/23aefbc8448c4ddfaa752e25ee1535c9.png,60.0,21780.0,999.9,10.0,6.0,10.0,10,,https://shop.tiktok.com/view/product/1731517923786134007,Stop overthinking the - Tree Camo Hoodies and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
- Tree Camo Baggy Sweats,tree-camo-baggy-sweats-1731513073972384247.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5c1f4316d816442587d80afe78695719.png,60.0,20880.0,999.9,10.0,6.0,17.0,9,,https://shop.tiktok.com/view/product/1731513073972384247,"Trust me, you want the - Tree Camo Baggy Sweats in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
Plaid&Plain Men's Stretch Dress Pants Slim Fit Skinny Suit Pants 7101,plaid-plain-men-s-stretch-dress-pants-sl-1729417550396429198.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/0177d72dbb2e4beb8605329fad9a61d2.png,59.99,1980.0,81.2,10.0,6.0,22.0,7,,https://shop.tiktok.com/view/product/1729417550396429198,"Trust me, you want the Plaid&Plain Men's Stretch Dress Pants Slim Fit S in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Coofandy Men's 2-Piece Casual Clothing Set - Solid Textured Cotton Fabric, Comfortable, Moisture-Wicking, Quick-Dry, Anti-Odour for Business, Weekend Wear,sohoc",coofandy-men-s-2-piece-casual-clothing-s-1730640525012406893.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/21a0a65fd64f48ffa0ce9f93e850917f.png,59.99,1920.0,184.1,10.0,6.0,46.0,7,,https://shop.tiktok.com/view/product/1730640525012406893,The Coofandy Men's 2-Piece Casual Clothing Set - Sol is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
mnml X-Ray Thermal L/S Tee - Black,mnml-x-ray-thermal-l-s-tee-black-1732318471022875006.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/fd1c9f8d6a3b4b55b05cb601bfd3b47e.png,56.0,2860.0,176.3,10.0,5.6,8.0,9,,https://shop.tiktok.com/view/product/1732318471022875006,Me telling you to grab the mnml X-Ray Thermal L/S Tee - Black before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Plaid Cotton Flannel Shirt Jacket - Warm Sherpa Fleece Lined, Corduroy Shoulders, Loose Fit, Casual Western Button Down Outerwear, Hunting-Ready, Father's",men-s-plaid-cotton-flannel-shirt-jacket--1729734020899967482.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/ac24cb8bb8b9445ea122544a679bbd22.png,54.99,1650.0,165.8,10.0,5.5,21.0,9,,https://shop.tiktok.com/view/product/1729734020899967482,Your future self will thank you for grabbing the Men's Plaid Cotton Flannel Shirt Jacket - Warm S today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
- Big Patch Sweats,big-patch-sweats-1729964957690008055.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b4c9ed074a454f2b853744b603860c18.png,54.0,13770.0,999.9,10.0,5.4,20.0,8,,https://shop.tiktok.com/view/product/1729964957690008055,Stop overthinking the - Big Patch Sweats and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
COOFANDY Men's Long Sleeve Knit Polo - Casual Button Down Golf Shirts for Men Formal Quarter,coofandy-men-s-long-sleeve-knit-polo-cas-1729414198478934025.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/56b5c8c66d6a46cb93106b626f83dc60.png,47.99,2590.0,79.4,10.0,4.8,78.0,9,,https://shop.tiktok.com/view/product/1729414198478934025,Consider this your reminder to grab the COOFANDY Men's Long Sleeve Knit Polo - Casual Bu you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"BAMBOO COOL Men's Mid-Waist Plain Boxers 6-Pack Solid Color - Soft Bamboo Fabric, Breathable, Sweat-Wicking Comfortable Male Clothing for Summer summerwins",bamboo-cool-men-s-mid-waist-plain-boxers-1730274763075064261.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5dd152d5e9d84443a472461a8b25ae99.png,46.99,5450.0,580.3,18.0,8.46,15.0,9,,https://shop.tiktok.com/view/product/1730274763075064261,Me telling you to grab the BAMBOO COOL Men's Mid-Waist Plain Boxers 6-Pack  before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Zaitun Men's Classic Casual Plaid Flannel-Lined Shacket - Twill Shell, Brushed Lining, Cowboy Western Style, Pocket Design, Outdoor Tops for Back to School",zaitun-men-s-classic-casual-plaid-flanne-1729736184360702458.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/6371c74b551248db864f981993db6412.png,44.99,4180.0,91.6,10.0,4.5,31.0,10,,https://shop.tiktok.com/view/product/1729736184360702458,"Run, do not walk, to grab the Zaitun Men's Classic Casual Plaid Flannel-Lined . 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"ZITY Men's 3-Pack Polyester Short-Sleeve Golf Polo Shirts - UPF 50+, Moisture Wicking, Polka Dot Print, Breathable Performance Fabric for Casual Outdoor Wear, P",zity-men-s-3-pack-polyester-short-sleeve-1732469314809860694.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/ac23dd9841e9432388e5ee5740f6c883.png,43.42,1950.0,63.2,12.0,5.21,15.0,10,,https://shop.tiktok.com/view/product/1732469314809860694,Consider this your reminder to grab the ZITY Men's 3-Pack Polyester Short-Sleeve Golf Po you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
4-Pack Men's Joggers with Zipper Pockets Lightweight Cuffed Stretch Sweatpants Athleisure Outfit Big Guy Pants Athletic Workout Running Gym Fit for Spring & Sum,4-pack-men-s-joggers-with-zipper-pockets-1730805819608699219.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/7e13f2d84f4e44a4959d9db02ff9e5b5.png,42.99,1500.0,59.8,10.0,4.3,34.0,9,,https://shop.tiktok.com/view/product/1730805819608699219,"Run, do not walk, to grab the 4-Pack Men's Joggers with Zipper Pockets Lightwe. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
Rhinestone Glitter Unisex Spring Oversized Hoodies Sparkly Long Sleeve Shirts Party Hooded Sweatshirts Tops,rhinestone-glitter-unisex-spring-oversiz-1731540039073370424.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/663fdb636aa34d3b92fd2e619c802833.png,42.97,9110.0,103.6,10.0,4.3,83.0,7,,https://shop.tiktok.com/view/product/1731540039073370424,"Run, do not walk, to grab the Rhinestone Glitter Unisex Spring Oversized Hoodi. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's 2 Piece Black Techwear Tracksuit Set - Y2K Reflective Piping Hooded Jacket & Pants, Matching Sets, Mensfashion, Drip Clothing, Viralproducts",men-s-2-piece-black-techwear-tracksuit-s-1732284959754588758.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/37b754b4cf9f4ef9807461b1d84a0dc5.png,42.5,2040.0,36.5,10.0,4.25,33.0,7,,https://shop.tiktok.com/view/product/1732284959754588758,"Run, do not walk, to grab the Men's 2 Piece Black Techwear Tracksuit Set - Y2K. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
EKKO Waffle Project: Long Sleeve,ekko-waffle-project-long-sleeve-1732356624748023861.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/617fbf526de447469465606d97a2a7f8.png,42.0,2020.0,75.6,15.0,6.3,26.0,9,,https://shop.tiktok.com/view/product/1732356624748023861,"If you have been waiting on the EKKO Waffle Project: Long Sleeve, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
Cove | Stretch Chino Pant,cove-stretch-chino-pant-1732266242873332620.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4eaadd107a2241349f6b5e45611891ae.png,39.0,2110.0,53.0,20.0,7.8,16.0,9,,https://shop.tiktok.com/view/product/1732266242873332620,Consider this your reminder to grab the Cove you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Ely Cattleman Long-Sleeve Striped Western Snap Shirt - Polyester-Cotton Collared Button Up Tops with 2 Pockets, Classic Cut Casual Pearl Snaps Menswear",men-s-ely-cattleman-long-sleeve-striped--1732485119865688828.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5fc44c5b1161448289ee46cf83f80669.png,37.19,2450.0,258.1,12.0,4.46,11.0,9,,https://shop.tiktok.com/view/product/1732485119865688828,POV: you found the Men's Ely Cattleman Long-Sleeve Striped Western  before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Gihuo Unisex Half-Zip Washed Cotton Denim Hoodie - Oversized Vintage Y2K Pullover Sweatshirt with Zip Pockets, Long Sleeve Casual Streetwear Top for Men & Women",gihuo-unisex-half-zip-washed-cotton-deni-1732422673329590528.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/dafca9ed9074493ba1b97180ca62f99f.png,35.59,2060.0,39.6,10.0,3.56,32.0,9,,https://shop.tiktok.com/view/product/1732422673329590528,The Gihuo Unisex Half-Zip Washed Cotton Denim Hoodie is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"【CREATOR’S PICK】CAONAT Unisex Baggy Cargo Pants - Lightweight Water-Resistant Stretch Utility Pants, Relaxed Fit with Pockets, Comfortable Outdoor Pants for Hik",creator-s-pick-caonat-unisex-baggy-cargo-1732515531531719622.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/c578e341b0d946e5801515b3497d194e.png,35.22,2290.0,96.6,12.0,4.23,33.0,9,,https://shop.tiktok.com/view/product/1732515531531719622,Consider this your reminder to grab the 【CREATOR’S PICK】CAONAT Unisex Baggy Cargo Pants  you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men’s summer 4-piece set of solid-color cargo casual shorts made from comfortable, breathable fabric—ideal for hiking and camping, streetwear, sports fitness, a",men-s-summer-4-piece-set-of-solid-color--1732409738837660554.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/388994897ba84185941d08e7a6c84c9d.png,34.8,4450.0,129.5,10.0,3.48,9.0,10,,https://shop.tiktok.com/view/product/1732409738837660554,"I am so sorry if you already grabbed an Men’s summer 4-piece set of solid-color cargo ca, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
MAELREG Mens Polo Shirts Short Casual Dry Fit Performance Designed Collared Golf Polo Shirts for Men Plus Size Men's Tops,maelreg-mens-polo-shirts-short-casual-dr-1730646952938934353.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5c7684cf6f3c441495da1e5b7b7b96e6.png,32.95,4810.0,42.4,13.0,4.28,75.0,10,,https://shop.tiktok.com/view/product/1730646952938934353,This is your sign to finally grab the MAELREG Mens Polo Shirts Short Casual Dry Fit Pe. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Fitted Faux Leather Long-Sleeve Biker Coat - Male Clothing, Stylish Stand Collar Glossy Top, Plain Casual Streetwear, Spring Daily Apparel, Father's Day G",men-s-fitted-faux-leather-long-sleeve-bi-1731717083944555423.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/a9c2d2bdad534a12805c994a6fa49ff4.png,32.9,1410.0,121.9,11.0,3.62,24.0,7,,https://shop.tiktok.com/view/product/1731717083944555423,Your future self will thank you for grabbing the Men's Fitted Faux Leather Long-Sleeve Biker Coat today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Menswear Stylish Futuristic Techwear Windbreaker Coat, Grey & White Aesthetic Men's Top with Pockets for Spring",menswear-stylish-futuristic-techwear-win-1732264215279735382.jpg,https://img.kalocdn.com/tiktok.product.images/tos-alisg-i-aphluv4xwc-sg/22a4a02eff2849c8b749a9be019db6eb.png,31.0,3600.0,55.7,10.0,3.1,78.0,9,,https://shop.tiktok.com/view/product/1732264215279735382,Stop overthinking the Menswear Stylish Futuristic Techwear Windbreaker and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Heavyweight Acid-Wash Pure Cotton Hooded Sweatshirt -Pullover Hoodies, Acid Wash Hoodie, Casual Pullover Sweatshirts, Mens Clothing, Unisex Style for Autu",men-s-heavyweight-acid-wash-pure-cotton--1732486777967054942.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/eaaa80841c37423b9328013b5526bfb0.png,28.74,1610.0,34.1,12.0,3.45,23.0,9,,https://shop.tiktok.com/view/product/1732486777967054942,The Men's Heavyweight Acid-Wash Pure Cotton Hooded S everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Slim Fit Lightweight Quick Dry Hoodies (3/6 Packs) - Solid Color, Long Sleeve, Sun Protection Shirts with Mask & Neck Gaiter, Male Outdoor Workwear, Gifts",men-s-slim-fit-lightweight-quick-dry-hoo-1732414325892616234.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/957e0d4b086b4a8aaffe8ddadd264dce.png,27.55,2340.0,41.4,14.0,3.86,94.0,7,,https://shop.tiktok.com/view/product/1732414325892616234,Your future self will thank you for grabbing the Men's Slim Fit Lightweight Quick Dry Hoodies today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"ZITY Men's Plus Size Checked Flannel Hooded Long Sleeve Shirt-Jacket - Button Front, Drawstring Hood, Pockets, Soft Casual Style Outerwear for Streetwear, Offic",zity-men-s-plus-size-checked-flannel-hoo-1732519118403047599.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/8736fd13193a46fa97f27b28745c29e3.png,25.21,3760.0,112.4,15.0,3.78,37.0,10,,https://shop.tiktok.com/view/product/1732519118403047599,This is your sign to finally grab the ZITY Men's Plus Size Checked Flannel Hooded Long. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
