product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"Bourvill 899-Piece Tool Set - High-Capacity Portable Metal Tool Case,Wheeled Mobile Tool Cabinet, and 4-Tier Aluminum Alloy Storage Unit- A Complete Kit for Mechanical Repair & Hom",bourvill-899-piece-tool-set-high-capacit-1731368219835339657.jpg,https://p16-oec-general-useast8.ttcdn-us.com/tos-useast8-i-rt0ujvrtvp-tx2/8a40feeb876948f49618be4ce3de727b~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,89.99,44360.0,,5.0,4.5,,9,bourvill tool,https://shop.tiktok.com/view/product/1731368219835339657,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,503.0,"Trust me, you want the Bourvill 899-Piece Tool Set - High-Capacity Port in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"MAGCOMSEN Men's Sherpa-Lined Soft Fabric Button-Front Long-Sleeve Winter Trucker Cargo Jacket, Warm Multi-Pocket Collared Cotton Fleece Coat, Casual Outdoor Menswear Top (Khaki Bei",magcomsen-men-s-sherpa-lined-soft-fabric-1729410057349075371.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/f3efe680ba5249819c6e8802c252a392~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,49.7,34250.0,,8.0,3.98,,10,magcomsen,https://shop.tiktok.com/view/product/1729410057349075371,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,710.0,Your future self will thank you for grabbing the MAGCOMSEN Men's Sherpa-Lined Soft Fabric Button- today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"【SohoChic】NORTIV 8 Men's Ankle-High Nano Composite Toe Work Safety Boots, Nylon Cuban Lace-Up with Side Zipper, EVA, All-Seasons Impact-Safe Closed Warehouse Carpenter Footwear",sohochic-nortiv-8-men-s-ankle-high-nano--1731429351138496909.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/f359b1e3e287498290807b791b7c4dbe~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,57.72,30250.0,,11.0,6.35,,8,nortiv 8,https://shop.tiktok.com/view/product/1731429351138496909,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,509.0,"If you have been waiting on the 【SohoChic】NORTIV 8 Men's Ankle-High Nano Composi, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Shark BlastBoss Indoor-Outdoor Air Blasting System - AB2111,shark-blastboss-indoor-outdoor-air-blast-1732321210476827312.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/0cc503f0b2294acbb061977e81b1a262.png,148.0,18090.0,,5.0,7.4,,8,shark home,https://shop.tiktok.com/view/product/1732321210476827312,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,129.0,Adding the Shark BlastBoss Indoor-Outdoor Air Blasting Syst to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cider Jersey Boat Neck Striped Bell Sleeve Flared Mini Dress SohoChic,cider-jersey-boat-neck-striped-bell-slee-1732268961428770903.jpg,https://p16-oec-general.ttcdn-us.com/tos-alisg-i-aphluv4xwc-sg/7e2bc2ea5da64ef1b3550000c36ed1d0~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,37.98,1030.0,,10.0,3.8,,9,cider,https://shop.tiktok.com/view/product/1732268961428770903,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,29.0,Do NOT scroll past the Cider Jersey Boat Neck Striped Bell Sleeve Flare if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cider Floral Lace Bodysuit with Stand Collar – Long Sleeve Ruffle Top， Soft Stretch Fabric with Snap Closure,cider-floral-lace-bodysuit-with-stand-co-1732171228922613847.jpg,https://p16-oec-general.ttcdn-us.com/tos-alisg-i-aphluv4xwc-sg/c5c606ea1f144866b8ca685d1a448bc7~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,40.31,829.16,,10.0,4.03,,8,cider,https://shop.tiktok.com/view/product/1732171228922613847,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,20.0,Consider this your reminder to grab the Cider Floral Lace Bodysuit with Stand Collar – L you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,,,,,,,SECTION,,,US,USD
"【Nebility】 Men’s Silky Soft Compression Shapewear Tank, Slimming Body Shaper Vest with Waist & Chest Support, Stretchy, Odor-Resistant, Breathable Muscle Tank for Daily Comfort, Me",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/8e81afcbf9ad45d18acd2eb7e59822b4~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,23.66,14160.0,,10.0,2.37,,8,nebility mens,,@tylerhennis,Tyler,10080.0,3,@tylerhennis,594.0,Me telling you to grab the 【Nebility】 Men’s Silky Soft Compression Shapewea before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.37/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1729474763383739123,US,USD
"ZEROYAA Men's Long Sleeve Dress Shirt - Modern Slim Fit, Slim Silhouette, Modern Cut, Crisp Structured Fit, Wrinkle-Free Fabric Saves Prep Time, 95% Poly 5% Spandex for Easy Drape,",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/e71f05c71dae44cd8f4aa03a38f6b214~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,19.32,42030.0,,10.0,1.93,,8,zeroyaa,,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,2310.0,"I am so sorry if you already grabbed an ZEROYAA Men's Long Sleeve Dress Shirt - Modern S, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.93/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731441105623486512,US,USD
"ZEROYAA Men's Plaid Long Sleeve Formal Gingham Slim Fit Button Front Dress Shirt - Lightweight Classic Fabric, Suitable for Party, Wedding, Back to School, First Day of School Outf",,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/2766d321381444599163cbdbf3f6dd46~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,23.77,32380.000000000004,,10.0,2.38,,9,zeroyaa,,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,1450.0,Your future self will thank you for grabbing the ZEROYAA Men's Plaid Long Sleeve Formal Gingham S today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.38/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1732303602462265392,US,USD
"HOMUG Men's Tactical Cargo Work Pants, Water-Resistant 230 GSM Durable Fabric, Multi-Pocket Utility Pants with Zipper Pockets for Work, Hiking, Fishing, Camping & Outdoor Activitie",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/c9c54d56f14b4baebd7a82771eef6cfd~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,25.66,16329.999999999998,,10.0,2.57,,9,HOMUG-DIRECT,,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,643.0,Consider this your reminder to grab the HOMUG Men's Tactical Cargo Work Pants you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.57/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1730846068848825238,US,USD
"Men's Knitting Crew Neck Graphic Pullover - Simple Detailed, Full-Length, Regular Fit Polyester Streetwear, Casual Fall & Winter Daily Wear, Eye Print Top for Classic Jeans, Ideal ",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/b4a016bae4ed46238d464661e52b0669~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,25.87,33060.0,,8.0,2.07,,9,sand,,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,1320.0,Do NOT scroll past the Men's Knitting Crew Neck Graphic Pullover - Simp if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.07/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1731455151306412042,US,USD
"Men's Cartoon Cat Print Crew Neck Knit Pullover - Oversized Baggy Polyester Long Sleeve Top, Autumn Winter Casual College-Style Wear, Boyfriend Birthday Gift to Match Jeans,sohochi",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/d71b224487b743669e68d616ffb597b8~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,24.65,1920.0,,8.0,1.97,,8,sand,,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,75.0,"If you have been waiting on the Men's Cartoon Cat Print Crew Neck Knit Pullover , now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.97/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731455049360052234,US,USD
PrettyGarden Women's Oversized Cardigan Sweater Fall Long Lantern Sleeve Knit Open Front Lightweight Sweater Knitwear Tops,,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/fcf80b2d080b411aaad86257be62bb5d~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,27.11,396.84,,10.0,2.71,,8,prettygarden,,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,15.0,Consider this your reminder to grab the PrettyGarden Women's Oversized Cardigan Sweater  you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.71/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731208195967717743,US,USD
