product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"Bourvill 899-Piece Tool Set - High-Capacity Portable Metal Tool Case,Wheeled Mobile Tool Cabinet, and 4-Tier Aluminum Alloy Storage Unit- A Complete Kit for Mechanical Repair & Hom",bourvill-899-piece-tool-set-high-capacit-1731368219835339657.jpg,https://p16-oec-general-useast8.ttcdn-us.com/tos-useast8-i-rt0ujvrtvp-tx2/8a40feeb876948f49618be4ce3de727b~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,89.99,46430.0,,5.0,4.5,,9,bourvill tool,https://shop.tiktok.com/view/product/1731368219835339657,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,526.0,Consider this your reminder to grab the Bourvill 899-Piece Tool Set - High-Capacity Port you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"MAGCOMSEN Men's Sherpa-Lined Soft Fabric Button-Front Long-Sleeve Winter Trucker Cargo Jacket, Warm Multi-Pocket Collared Cotton Fleece Coat, Casual Outdoor Menswear Top (Khaki Bei",magcomsen-men-s-sherpa-lined-soft-fabric-1729410057349075371.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/f3efe680ba5249819c6e8802c252a392~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,49.0,34250.0,,8.0,3.92,,10,magcomsen,https://shop.tiktok.com/view/product/1729410057349075371,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,710.0,"I am so sorry if you already grabbed an MAGCOMSEN Men's Sherpa-Lined Soft Fabric Button-, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"【SohoChic】NORTIV 8 Men's Ankle-High Nano Composite Toe Work Safety Boots, Nylon Cuban Lace-Up with Side Zipper, EVA, All-Seasons Impact-Safe Closed Warehouse Carpenter Footwear",sohochic-nortiv-8-men-s-ankle-high-nano--1731429351138496909.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/f359b1e3e287498290807b791b7c4dbe~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,57.99,30820.0,,11.0,6.38,,8,nortiv 8,https://shop.tiktok.com/view/product/1731429351138496909,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,518.0,Consider this your reminder to grab the 【SohoChic】NORTIV 8 Men's Ankle-High Nano Composi you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Shark BlastBoss Indoor-Outdoor Air Blasting System - AB2111,shark-blastboss-indoor-outdoor-air-blast-1732321210476827312.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/0cc503f0b2294acbb061977e81b1a262.png,148.25,18690.0,,5.0,7.41,,8,shark home,https://shop.tiktok.com/view/product/1732321210476827312,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,133.0,Your future self will thank you for grabbing the Shark BlastBoss Indoor-Outdoor Air Blasting Syst today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cider Jersey Boat Neck Striped Bell Sleeve Flared Mini Dress SohoChic,cider-jersey-boat-neck-striped-bell-slee-1732268961428770903.jpg,https://p16-oec-general.ttcdn-us.com/tos-alisg-i-aphluv4xwc-sg/7e2bc2ea5da64ef1b3550000c36ed1d0~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,34.57,1030.0,,10.0,3.46,,9,cider,https://shop.tiktok.com/view/product/1732268961428770903,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,29.0,Consider this your reminder to grab the Cider Jersey Boat Neck Striped Bell Sleeve Flare you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cider Floral Lace Bodysuit with Stand Collar – Long Sleeve Ruffle Top， Soft Stretch Fabric with Snap Closure,cider-floral-lace-bodysuit-with-stand-co-1732171228922613847.jpg,https://p16-oec-general.ttcdn-us.com/tos-alisg-i-aphluv4xwc-sg/c5c606ea1f144866b8ca685d1a448bc7~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,40.37,829.16,,10.0,4.04,,8,cider,https://shop.tiktok.com/view/product/1732171228922613847,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,20.0,Me telling you to grab the Cider Floral Lace Bodysuit with Stand Collar – L before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,,,,,,,SECTION,,,US,USD
"Men's Leather Ratchet Belt with Automatic Buckle, Easy Release, Adjustable Waist, No Holes, Durable Design – Western Belt for Business & Casual Wear, Men's Accessories, Gifts for B",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/87cb891ba26f4615a0b89a7eab3268a5~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,10.38,17940.0,,10.0,1.04,,7,FortuneAdorn,,@tylerhennis,Tyler,10080.0,3,@tylerhennis,1690.0,POV: you found the Men's Leather Ratchet Belt with Automatic Buckle before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.04/sale (< $3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1731282228982092554,US,USD
"【Nebility】 Men’s Silky Soft Compression Shapewear Tank, Slimming Body Shaper Vest with Waist & Chest Support, Stretchy, Odor-Resistant, Breathable Muscle Tank for Daily Comfort, Me",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/8e81afcbf9ad45d18acd2eb7e59822b4~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,23.39,14320.0,,10.0,2.34,,8,nebility mens,,@tylerhennis,Tyler,10080.0,3,@tylerhennis,603.0,The 【Nebility】 Men’s Silky Soft Compression Shapewea everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.34/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1729474763383739123,US,USD
"ZEROYAA Men's Long Sleeve Dress Shirt - Modern Slim Fit, Slim Silhouette, Modern Cut, Crisp Structured Fit, Wrinkle-Free Fabric Saves Prep Time, 95% Poly 5% Spandex for Easy Drape,",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/e71f05c71dae44cd8f4aa03a38f6b214~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,19.05,43190.0,,10.0,1.91,,10,zeroyaa,,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,2370.0,POV: you found the ZEROYAA Men's Long Sleeve Dress Shirt - Modern S before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.91/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1731441105623486512,US,USD
"ZEROYAA Men's Plaid Long Sleeve Formal Gingham Slim Fit Button Front Dress Shirt - Lightweight Classic Fabric, Suitable for Party, Wedding, Back to School, First Day of School Outf",,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/2766d321381444599163cbdbf3f6dd46~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,23.42,33790.0,,10.0,2.34,,8,zeroyaa,,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,1510.0,Your future self will thank you for grabbing the ZEROYAA Men's Plaid Long Sleeve Formal Gingham S today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.34/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1732303602462265392,US,USD
"HOMUG Men's Tactical Cargo Work Pants, Water-Resistant 230 GSM Durable Fabric, Multi-Pocket Utility Pants with Zipper Pockets for Work, Hiking, Fishing, Camping & Outdoor Activitie",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/c9c54d56f14b4baebd7a82771eef6cfd~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,25.59,16920.0,,10.0,2.56,,9,HOMUG-DIRECT,,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,667.0,Me telling you to grab the HOMUG Men's Tactical Cargo Work Pants before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.56/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1730846068848825238,US,USD
"Men's Knitting Crew Neck Graphic Pullover - Simple Detailed, Full-Length, Regular Fit Polyester Streetwear, Casual Fall & Winter Daily Wear, Eye Print Top for Classic Jeans, Ideal ",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/b4a016bae4ed46238d464661e52b0669~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,25.98,33060.0,,8.0,2.08,,9,sand,,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,1320.0,Adding the Men's Knitting Crew Neck Graphic Pullover - Simp to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.08/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1731455151306412042,US,USD
"Men's Cartoon Cat Print Crew Neck Knit Pullover - Oversized Baggy Polyester Long Sleeve Top, Autumn Winter Casual College-Style Wear, Boyfriend Birthday Gift to Match Jeans,sohochi",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/d71b224487b743669e68d616ffb597b8~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,24.4,1920.0,,8.0,1.95,,9,sand,,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,75.0,"I am so sorry if you already grabbed an Men's Cartoon Cat Print Crew Neck Knit Pullover , because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.95/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1731455049360052234,US,USD
PrettyGarden Women's Oversized Cardigan Sweater Fall Long Lantern Sleeve Knit Open Front Lightweight Sweater Knitwear Tops,,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/fcf80b2d080b411aaad86257be62bb5d~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,27.09,396.84,,10.0,2.71,,8,prettygarden,,@ohhangelbaby,Ohhangelbaby,9920.0,5,@ohhangelbaby,15.0,This is your sign to finally grab the PrettyGarden Women's Oversized Cardigan Sweater . 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.71/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731208195967717743,US,USD
