product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt
mnml Cinched Baggy Sweatpants,mnml-cinched-baggy-sweatpants-1732139184013283710.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/bf92d5723568494cbed59bbdca97f47b.png,66.54,35140.0,34.3,12.0,7.98,131.0,9,,https://shop.tiktok.com/view/product/1732139184013283710,This is your sign to finally grab the mnml Cinched Baggy Sweatpants. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"YND Men's 3-Piece Long Sleeve Classic Business Office Suit Set - Formal Menswear with Vest, Pants, Tie for Wedding, Party (Beige, Black),sohochic",ynd-men-s-3-piece-long-sleeve-classic-bu-1729458283583869173.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5b6a4f67db134976876f1fa313c5ee65.png,65.95,21500.0,-13.2,10.0,6.59,86.0,8,,https://shop.tiktok.com/view/product/1729458283583869173,"I am so sorry if you already grabbed an YND Men's 3-Piece Long Sleeve Classic Business O, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
True Classic Men’s 4-Pack Short Sleeve Crew Neck T-Shirts – Premium Fit for Everyday Comfort & Casual Style,true-classic-men-s-4-pack-short-sleeve-c-1731896873636041681.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/f74de99d555444b2a87cd0f2b342f350.png,62.3,24860.0,53.0,10.0,6.23,97.0,7,,https://shop.tiktok.com/view/product/1731896873636041681,The True Classic Men’s 4-Pack Short Sleeve Crew Neck is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Eddie Bauer | Men's Rainier Pants, Outdoor Hiking, Water-Repellent, 2-Way Stretch, UPF 50+",eddie-bauer-men-s-rainier-pants-outdoor--1732478766048383502.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/9bc480dcb76f47e2b96e389cf56be9c2.png,51.56,26400.0,999.9,12.0,6.19,18.0,10,,https://shop.tiktok.com/view/product/1732478766048383502,"I am so sorry if you already grabbed an Eddie Bauer, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Thesupermade Skeleton Graphic Waffle Sweatshirt – Spooky Halloween Vibes - 2495,back to school,back to school shopping",thesupermade-skeleton-graphic-waffle-swe-1731994551496446488.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/0b9ad6a580f94a67bafc2c3137c19c28.png,49.27,23850.0,-8.7,10.0,4.93,141.0,9,,https://shop.tiktok.com/view/product/1731994551496446488,The Thesupermade Skeleton Graphic Waffle Sweatshirt  is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Men's 3-Pack Flex Stretch Slim Straight Jeans with 5 Pockets Denim Fabric Menswear,men-s-3-pack-flex-stretch-slim-straight--1729448916984697088.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/f19469c9810c470085dc023d5246302d.png,48.17,33140.0,37.7,10.0,4.82,68.0,10,,https://shop.tiktok.com/view/product/1729448916984697088,Adding the Men's 3-Pack Flex Stretch Slim Straight Jeans wi to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"MAGCOMSEN Men's Sherpa Lined Soft Fabric Longsleeves Winter Trucker Cargo Jacket, Warm Multi-Pocket Collared Cotton Fleece Coats, Casual Outdoor Menswear Tops (",magcomsen-men-s-sherpa-lined-soft-fabric-1729410057349075371.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5697699e5a1e4a72beeee6c8719f5ad7.png,48.08,54280.0,376.1,8.0,3.85,154.0,10,,https://shop.tiktok.com/view/product/1729410057349075371,"Trust me, you want the MAGCOMSEN Men's Sherpa Lined Soft Fabric Longsle in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
Rhinestone Glitter Unisex Spring Oversized Hoodies Sparkly Long Sleeve Shirts Party Hooded Sweatshirts Tops,rhinestone-glitter-unisex-spring-oversiz-1731540039073370424.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/663fdb636aa34d3b92fd2e619c802833.png,45.93,35370.0,10.8,10.0,4.59,124.0,7,,https://shop.tiktok.com/view/product/1731540039073370424,POV: you found the Rhinestone Glitter Unisex Spring Oversized Hoodi before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"After-Sale Warranty Certificate Men's Stylish Round Neck Short-Sleeve T-Shirt Tops After-Sale Warranty Extension Certificate, Shortsleeve",after-sale-warranty-certificate-men-s-st-1732482682836980579.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/0b4cdfcef18a47898eabdb344f3129e7.png,45.13,32490.000000000004,-23.8,10.0,4.51,2.0,7,,https://shop.tiktok.com/view/product/1732482682836980579,The After-Sale Warranty Certificate Men's Stylish Ro everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Aelfric Eden Men's Cotton Baggy Sweatpants - Plaid Patchwork, Double Drawstring Elastic Waist, Stripe Accents, Pockets, Unisex Vintage Chic Cute Sexy Streetwear",aelfric-eden-men-s-cotton-baggy-sweatpan-1729986987284861538.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/93d7e9776d8f4642a3990cc3daa3537b.png,45.08,28580.0,3.8,10.0,4.51,151.0,8,,https://shop.tiktok.com/view/product/1729986987284861538,"Run, do not walk, to grab the Aelfric Eden Men's Cotton Baggy Sweatpants - Pla. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"AMZPURE Men's 3-Pack Polo Shirts, Casual Short Sleeve Solid Cotton Menswear Tops, Soft Breathable Comfort Fit for Work and Golf sohochic style",amzpure-men-s-3-pack-polo-shirts-casual--1732212386910409031.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/139b3fd19a184e34880b7743b26bf364.png,42.62,24760.0,-6.0,10.0,4.26,96.0,7,,https://shop.tiktok.com/view/product/1732212386910409031,"Run, do not walk, to grab the AMZPURE Men's 3-Pack Polo Shirts. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Men’s Relaxed Fit Cargo Work Pants, Wrinkle Resistant, Stain Resistant, Relaxed Fit, Cargo Pockets, Easy Care, Workwear Style",dickies-men-s-relaxed-fit-cargo-work-pan-1729504380836091199.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/ee0259f695374ae889f874f89f68e2b2.png,42.16,31030.0,3.2,12.0,5.06,41.0,9,,https://shop.tiktok.com/view/product/1729504380836091199,Me telling you to grab the Dickies before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Pacsun Men's Blake Extreme Baggy Jeans Black,pacsun-men-s-blake-extreme-baggy-jeans-b-1730593370136941210.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/162a3e88dacc48d89209ed52a7b0c4f2.png,39.0,50430.0,4.1,10.0,3.9,163.0,6,,https://shop.tiktok.com/view/product/1730593370136941210,"Trust me, you want the Pacsun Men's Blake Extreme Baggy Jeans Black in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longline Crewneck T-Shirt,Menswear Casual Tshirt Tops,TikTokShopfalldealsforyou",jmierr-mens-3-pack-cotton-hipster-hip-ho-1729536699344130411.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/cd995178aca44a35a390497c73ff4f25.png,38.49,40950.0,-15.3,10.0,3.85,152.0,9,,https://shop.tiktok.com/view/product/1729536699344130411,This is your sign to finally grab the JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longli. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Relaxed Fit Heavyweight Duck Carpenter Pants,100% Cotton, Utility Pockets, Straight Leg, Hammer Loop, Reinforced Seams,Rivets, Classic Workwear Style",dickies-relaxed-fit-heavyweight-duck-car-1732482887814385983.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/bd9505b34b044c2aa61fb464562d394d.png,37.65,48040.0,122.7,12.0,4.52,69.0,9,,https://shop.tiktok.com/view/product/1732482887814385983,"Trust me, you want the Dickies in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
5-Pack Men's Waffle-Knit Long Sleeve Crew Neck & Henley Thermal Shirts,5-pack-men-s-waffle-knit-long-sleeve-cre-1729659769703534848.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5e61ea8195a24d8ea677f30b70ad9627.png,37.29,35130.0,49.2,10.0,3.73,82.0,10,,https://shop.tiktok.com/view/product/1729659769703534848,Stop overthinking the 5-Pack Men's Waffle-Knit Long Sleeve Crew Neck & and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men’s 3-Pack Polar Fleece Thermal Joggers - Casual Street, Street Style Cold Weather Pants, Thick Warm-Lined Sweatpants, Casual Street Joggers, Polar Fleece Jog",men-s-3-pack-polar-fleece-thermal-jogger-1732420466528260832.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c65c7551e78d434aa9927c84f02b0d51.png,36.58,24290.0,10.7,10.0,3.66,109.0,7,,https://shop.tiktok.com/view/product/1732420466528260832,"Run, do not walk, to grab the Men’s 3-Pack Polar Fleece Thermal Joggers - Casu. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
MAELREG Mens Golf Shirts Collarless Performance Dry Fit Moisture Wicking Casual Solid Short Sleeve Henley Shirts for Men Sport Top Sports Apparel,maelreg-mens-golf-shirts-collarless-perf-1732304965368975441.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/0ead50082c27464a931c9f13c2ae8aea.png,35.95,28800.0,104.6,12.0,4.31,9.0,10,,https://shop.tiktok.com/view/product/1732304965368975441,POV: you found the MAELREG Mens Golf Shirts Collarless Performance  before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Men's 5-Pack Dry Fit Moisture-Wicking Fabric Polo Collar Shirt Menswear Stylish Ribbed Sleeve,men-s-5-pack-dry-fit-moisture-wicking-fa-1729432856169189632.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/428a2fb852904c228740db5e184b6245.png,35.2,29010.0,-23.1,10.0,3.52,57.0,5,,https://shop.tiktok.com/view/product/1729432856169189632,Do NOT scroll past the Men's 5-Pack Dry Fit Moisture-Wicking Fabric Pol if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Men's FLEX Regular Fit Cargo Pants, Comfortable & Flexible, Straight Leg Versatile, Expandable Cargo Pockets",dickies-men-s-flex-regular-fit-cargo-pan-1729504395782427967.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/84248dd5d2854ee1b5f652d0334db251.png,34.55,71310.0,27.0,12.0,4.15,104.0,6,,https://shop.tiktok.com/view/product/1729504395782427967,Your future self will thank you for grabbing the Dickies today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Men's Loose Fit Double Knee Work Pants, Reinforced Knees, Multi-Pocket Utility Fit, Workwear Street Style",dickies-men-s-loose-fit-double-knee-work-1729504391814747455.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b7fb2802dda541218ccf78888a337189.png,33.62,106460.0,67.1,12.0,4.03,153.0,10,,https://shop.tiktok.com/view/product/1729504391814747455,"Run, do not walk, to grab the Dickies. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Cute Bug Print Pink Washed Hoodie The World Is Cruel Slogan 380g Autumn VIntage Washed Hoodie Graphic Sweatshirt,sohochic",cute-bug-print-pink-washed-hoodie-the-wo-1732457133834343380.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/c500cf558b7b4df99abf8536ecb54a34.png,31.85,33570.0,-5.4,12.0,3.82,105.0,10,,https://shop.tiktok.com/view/product/1732457133834343380,Me telling you to grab the Cute Bug Print Pink Washed Hoodie The World Is C before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Pure cotton washed hooded sweatshirt for men-spring trend with a loose V-neck design; washed denim jacket with a retro half-zip closure, zip pockets, elastic he",pure-cotton-washed-hooded-sweatshirt-for-1732457683385553118.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/16e8f973d239414db80ff422c2ed8692.png,30.67,23190.0,-13.0,10.0,3.07,51.0,10,,https://shop.tiktok.com/view/product/1732457683385553118,Me telling you to grab the Pure cotton washed hooded sweatshirt for men-spr before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's 5-Piece Plain Beige Tropical Beach Shorts - Lightweight Breathe-Cool Fabric, Quick-Drying, Drawstring, Zipper Pocket Detail, Fitted Cut, Above the Knee, D",men-s-5-piece-plain-beige-tropical-beach-1732089051832357780.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b23ce51f450f4241ac72ad6c556ee2aa.png,29.9,30140.0,-23.5,11.0,3.29,90.0,10,,https://shop.tiktok.com/view/product/1732089051832357780,"Run, do not walk, to grab the Men's 5-Piece Plain Beige Tropical Beach Shorts . 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"MeJend 12oz Heavyweight Cropped Tee, Jesus Print Oversized Tee, Streetwear T-Shirt, Gothic Art Heavy Cotton Shirt",mejend-12oz-heavyweight-cropped-tee-jesu-1732401903567410006.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/18f10a00d97941e39b84b4b1d526870d.png,29.29,32720.0,75.9,12.0,3.51,160.0,8,,https://shop.tiktok.com/view/product/1732401903567410006,Do NOT scroll past the MeJend 12oz Heavyweight Cropped Tee if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Men's Cotton Waffle-Knit Thermal Henley Shirt Long Sleeve S-3XL Breathable Fashion Casual Pullover Solid Tops Knitwear Menswear Sweater Spring Comfort,men-s-cotton-waffle-knit-thermal-henley--1729627600250638734.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/23bf153cb43645df81ff477e70027eeb.png,28.43,48810.0,-30.3,12.0,3.41,130.0,9,,https://shop.tiktok.com/view/product/1729627600250638734,Me telling you to grab the Men's Cotton Waffle-Knit Thermal Henley Shirt Lo before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Men's FLEX Skinny Fit Double Knee Work Pants, Wrinkle-Resistant,Stain- Resistant, Reinforced Knees, Breathable Comfort, Slim Fit",dickies-men-s-flex-skinny-fit-double-kne-1732315088729968959.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/dd9e1ed965bf4b62838bb28526eea209.png,27.23,38340.0,16.2,12.0,3.27,77.0,6,,https://shop.tiktok.com/view/product/1732315088729968959,Your future self will thank you for grabbing the Dickies today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
MAELREG Mens Polo Shirts Short Casual Dry Fit Performance Designed Collared Golf Polo Shirts for Men Plus Size Men's Tops,maelreg-mens-polo-shirts-short-casual-dr-1730646952938934353.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5c7684cf6f3c441495da1e5b7b7b96e6.png,26.74,21980.0,-13.3,13.0,3.48,139.0,10,,https://shop.tiktok.com/view/product/1730646952938934353,Adding the MAELREG Mens Polo Shirts Short Casual Dry Fit Pe to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
