product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"【BACKTOSCHOOL】 YAGUD Foldable Handrail Adjustable Incline Treadmill, Low Noise Motor Walking Pad, 330lbs Weight Capacity, Remote Control & Wheels for Easy mobil",backtoschool-yagud-foldable-handrail-adj-1731997553148727591.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/47f3d26d4b4e4c37b1408b9cfc633a13.png,91.42,1010000.0,123.9,6.0,5.49,797.0,8,,https://shop.tiktok.com/view/product/1731997553148727591,POV: you found the 【BACKTOSCHOOL】 YAGUD Foldable Handrail Adjustabl before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
[medicube] Affordable Glass Glow Skincare Set | Includes 8 products for Gentle Skin Glow Routine,medicube-affordable-glass-glow-skincare--1729606769780232427.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/9d044ebb2aaf4920b2d68832c9633dd0.png,89.55,919750.0,-3.5,14.0,12.54,4520.0,9,,https://shop.tiktok.com/view/product/1729606769780232427,The Affordable Glass Glow Skincare Set is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Mellow Sleep | MarshMellow Comforter - Double-Stuffed Ultra-Soft A-Class Fabric Heat-Adaptive Vegan Fill OEKO-TEX Certified Machine Washable,mellow-sleep-marshmellow-comforter-doubl-1732017379984117841.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/832f5f96a898487b83d013c6bee4cd2a.png,86.65,1380000.0,-10.3,14.0,12.13,3060.0,9,,https://shop.tiktok.com/view/product/1732017379984117841,"Run, do not walk, to grab the Mellow Sleep. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"[medicube] Gatekeeping My Real Age Set | 5-step Longevity, Anti- Aging Routine l PDRN & Volufiline & Collagen & NAD+ EGF Complex l Cares for Look of Fine Lines,",medicube-gatekeeping-my-real-age-set-5-s-1732363645554692331.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/6903720363ba4bd7b1ceb7f3ddae340b.png,73.12,1420000.0,-14.0,14.0,10.24,3500.0,10,,https://shop.tiktok.com/view/product/1732363645554692331,POV: you found the Gatekeeping My Real Age Set before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Advanced Food Intolerance Labs Food Sensitivity Vitamins & Gut Health Test 1000+ Items Tested for Sensitivities Nutrient Imbalances & Heavy Metals,advanced-food-intolerance-labs-food-sens-1730664019526258810.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/75a85ba27d724f5eba5ff49d17450f80.png,70.68,1010000.0,-29.7,20.0,14.14,1150.0,10,,https://shop.tiktok.com/view/product/1730664019526258810,"I am so sorry if you already grabbed an Advanced Food Intolerance Labs Food Sensitivity , because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
[Dr.Melaxin Official] Gifted Collagen Boost Set Pore Spot Skin Care Calcium Collagen Volume Firming Balm for Enhanced Skin Health routine,dr-melaxin-official-gifted-collagen-boos-1731997246433955867.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/60593f61e24149a784702250f7f98a72.png,53.61,1360000.0,2.7,15.0,8.04,1930.0,9,,https://shop.tiktok.com/view/product/1731997246433955867,"I am so sorry if you already grabbed an Gifted Collagen Boost Set Pore Spot Skin Care Ca, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
tarte summer skin essentials - CC color-correcting tinted serum + creaseless setting powder,tarte-summer-skin-essentials-cc-color-co-1732422500087993276.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/a3b3cccdd3fe459e94172319a1b97d91.png,45.78,955030.0,-45.5,19.0,8.7,1370.0,7,,https://shop.tiktok.com/view/product/1732422500087993276,"Trust me, you want the tarte summer skin essentials - CC color-correcti in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
tarte CC color-correcting tinted serum,tarte-cc-color-correcting-tinted-serum-1732403113516372924.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c4bc816963944e568cf4d0759e507ceb.png,39.39,1230000.0,-7.7,19.0,7.48,2320.0,8,,https://shop.tiktok.com/view/product/1732403113516372924,The tarte CC color-correcting tinted serum is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"[medicube] Smooth & Clear Body Care Set | Hypochlorous Acid Body Peel Shot, Kojic Acid Turmeric Body Wash, Toner Pad, Toner, Mist | Exfoliating for Dead Skin Ce",medicube-smooth-clear-body-care-set-hypo-1732052189676081387.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5cf5212fe8f3451fb063a8ee7d0c1de1.png,29.59,3500000.0,134.9,13.0,3.85,3430.0,10,,https://shop.tiktok.com/view/product/1732052189676081387,This is your sign to finally grab the Smooth & Clear Body Care Set. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
NeoCell Collagen Peptides Powder 20oz - Grassfed Protein Supplement - Advanced with 18 Essential Amino Acids,neocell-collagen-peptides-powder-20oz-gr-1731006372333326477.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5b64bd4089fa4c16adfc1aa47e670794.png,28.04,1070000.0,-5.3,21.0,5.89,5540.0,9,,https://shop.tiktok.com/view/product/1731006372333326477,Stop overthinking the NeoCell Collagen Peptides Powder 20oz - Grassfed and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
SHAPERX Shapewear for Women Tummy Control Bodysuits Zip-Up Comfort Ultra Stretch Fabric Customizable Fit Breathable Mesh Design Comfortable Fit,shaperx-shapewear-for-women-tummy-contro-1731610554383569260.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/ef4a7209363e4598a6a948fc8bed70f0.png,27.54,973590.0,3.7,15.0,4.13,1660.0,10,,https://shop.tiktok.com/view/product/1731610554383569260,Me telling you to grab the SHAPERX Shapewear for Women Tummy Control Bodysu before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Rosemary & Rice Water Hair Spray- 200ml pack of 3 Natural Soft Hair Nourishing Hair,rosemary-rice-water-hair-spray-200ml-pac-1729505063356962201.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/9a38ebfc53da453a9d943f9859f421b5.png,23.93,1050000.0,20.5,20.0,4.79,2060.0,10,,https://shop.tiktok.com/view/product/1729505063356962201,Stop overthinking the Rosemary & Rice Water Hair Spray- 200ml pack of  and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"[Sungboon] EGF Tox Toner | Forehead Firming & Wrinkle Care, Iron Out Fine Lines | PDRN & Collagen & NAD+ EGF Complex | EGF Plumping for Forehead, Longevity Anti",sungboon-egf-tox-toner-forehead-firming--1732040365570888316.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/e226653ac2474797ad4b7bc7af2deea1.png,23.22,1570000.0,51.4,13.0,3.02,2400.0,10,,https://shop.tiktok.com/view/product/1732040365570888316,The EGF Tox Toner everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
[Dr.Melaxin Official] Peel Shot Keratin Care Kojic Acid Turmeric Spray 200ml Pore Clearing Exfoliating Formula Skin Repair Scrub,dr-melaxin-official-peel-shot-keratin-ca-1731572915654201371.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5deae71a2cbe4dbfb3d53179d7553409.png,23.16,1110000.0,6.6,13.0,3.01,1910.0,9,,https://shop.tiktok.com/view/product/1731572915654201371,This is your sign to finally grab the Peel Shot Keratin Care Kojic Acid Turmeric Spray. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Physician's Choice Digestive Enzymes - Bloating & Mealtime Discomfort Support with Probiotics + Prebiotics for Digestion & Gut Health,physician-s-choice-digestive-enzymes-blo-1729415062788019186.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b7439ed6456442478087c7e21554f468.png,15.36,834060.0,-5.9,20.0,3.07,2640.0,9,,https://shop.tiktok.com/view/product/1729415062788019186,I can not believe how good the Physician's Choice Digestive Enzymes - Bloating  is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Toplux Magnesium Complex 8 Essential Magnesium Supplement,toplux-magnesium-complex-8-essential-mag-1729448464509734958.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/9f34737ef50c457da08fd4225a18a324.png,15.08,1770000.0,-12.0,25.0,3.77,5550.0,8,,https://shop.tiktok.com/view/product/1729448464509734958,POV: you found the Toplux Magnesium Complex 8 Essential Magnesium S before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,SECTION,,,US,USD
"SEESE Cordless Pressure Washer Gun, 1000 PSI Portable Electric Washer for Vehicle, Driveway & Deck - Ergonomic Handle Design with 30min Runtime & 6-in-1 Nozzle",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/40df5ced27dd49019e8467ebe1787b56.png,31.31,2200000.0,-37.0,6.0,1.88,3340.0,9,,,This is your sign to finally grab the SEESE Cordless Pressure Washer Gun. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.88/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1731236289885213002,US,USD
"Bella Vita Luxury's Honey Oud | Eau de Parfum 100ml (3.4 fl oz) | Patchouli, Vanilla, Bergamot | Floral & Spicy | Made with Clean & Vegan Essentials Oils | Crue",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/421f883d1f45408cac8b5b1c2965b48c.png,19.44,1900000.0,17.4,15.0,2.92,4510.0,10,,,POV: you found the Bella Vita Luxury's Honey Oud before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.92/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729413742968869814,US,USD
Voyage Nova | Rosey Fruity Floral | Extrait De Parfum 50ml/100ml | Long Lasting Luxury Fragrance | Daily women's perfume Alluring Summervibes sohochic,,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/1812bb668ec24eddb1e3c77762ef648b.png,23.04,1750000.0,13.6,12.0,2.76,4270.0,9,,,POV: you found the Voyage Nova before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.76/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1732263142232921043,US,USD
"Bikini Pain-Free Hair Removal Cream for Sensitive Skin, Hypoallergenic Formula-Gentle & Fast-Acting Depilatory with Citrus Scent, Aloe & Hyaluronic Acid for Soo",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/3147e4ca48484ddc96eaca98fde180b1.png,15.41,1520000.0,-17.9,7.0,1.08,1890.0,8,,,Me telling you to grab the Bikini Pain-Free Hair Removal Cream for Sensitiv before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.08/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731625997827871273,US,USD
Nature x Science Rosemary Water and Rice Water |100% Natural Extract | Soft & Smooth Hair Non-Greasy & Fast Absorbing | 200 ml,,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/d69fc8512935405f84767d6636eff827.png,10.5,1500000.0,22.0,11.0,1.16,2310.0,10,,,Your future self will thank you for grabbing the Nature x Science Rosemary Water and Rice Water today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.16/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1731528580940468633,US,USD
"ADDWIN 2026 New Fascia Ring R10 Mini Muscle Recovery Fascia Device upgraded adjustable strap fits Up to 55in waist, Cordless Rechargeable, Designed for Waist & ",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/2c14f5c729b44926a0455bfc0994bda3.png,21.95,1310000.0,-6.2,9.0,1.98,1170.0,8,,,Me telling you to grab the ADDWIN 2026 New Fascia Ring R10 Mini Muscle Reco before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.98/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731284232420626805,US,USD
"[EPAIS Official Shop] Essential Eyelash Growth Serum, Jumbo Size 0.5fl.oz - Safe & Gentle Lashes Care, Fuller, Thicker in 2 Weeks, Non-Prostaglandin, Hormone-fr",,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/4953ef83282b4aefa948074240418de4.png,19.33,1290000.0,124.2,15.0,2.9,1020.0,9,,,Your future self will thank you for grabbing the Essential Eyelash Growth Serum today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729583305380172048,US,USD
"[Dr.Melaxin Official] Calcium Dark Spot Eye Cream | Dark Circle, Anti-aging, Sagging, Elasticity | Korean Cosmetics",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4affa9ba05d5499781aec32a964f456c.png,18.23,1290000.0,27.2,11.0,2.01,2270.0,9,,,The Calcium Dark Spot Eye Cream everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.01/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729718097057910811,US,USD
LUCKMEEY Womens Strapless Front Closure Bra Push Up Lift Bra Padded Add Cup Non Slip Anti-Slip Grip & Removable Straps Fit Outfits Wireless Supportive Seamless ,,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/9d58ff64e838478892126b2f6e04ef74.png,26.49,1290000.0,9.9,8.0,2.12,644.0,10,,,"If you have been waiting on the LUCKMEEY Womens Strapless Front Closure Bra Push, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.12/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1732282937141662165,US,USD
"[medicube] NAD+ EGF Firming Serum | NAD+, EGF, Collagen Extract, Anti-aging, Plumping, Radiance Boosting Serum | Cares for Look of Fine Lines, Skin Elasticity &",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4035999843124cc2b104c5f225354ae5.png,20.14,1270000.0,-25.0,13.0,2.62,3120.0,7,,,Me telling you to grab the NAD+ EGF Firming Serum before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.62/sale (< $3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1732293553906094315,US,USD
OEAK Women Jelly Bras Wirefree Full Coverage No Underwire Everyday Bras Comfortable Wireless Padded Tshirt Bra,,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/7f7fbb2860a94844a431a0e09d494090.png,16.37,1230000.0,3.8,6.0,0.98,1260.0,8,,,The OEAK Women Jelly Bras Wirefree Full Coverage No  is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $0.98/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1731406217255686451,US,USD
"Dumpling Squishy Advent Calendar - Indoor Recreation Stress Relief Toy, 24 Surprise Kawaii Mini Food Squishy Figures, Cute Christmas Countdown Holiday Gift",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/108a7c4755ae482ea927b579e7ed70db.png,20.57,1140000.0,999.9,6.0,1.23,402.0,8,,,"Run, do not walk, to grab the Dumpling Squishy Advent Calendar - Indoor Recrea. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.23/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1732609143065383676,US,USD
DR.DENT Purple Mouthwash - Sachets 20 Pack - Peroxide-Free - Alcohol Free - Vegan Mint,,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/a9fd6335484044cd827ecb973df5c652.png,16.48,1090000.0,-31.7,13.0,2.14,2880.0,7,,,"If you have been waiting on the DR, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.14/sale (< $3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1732294339991933438,US,USD
"[medicube] PDRN Pink Collagen Volume Multi Balm | All In One Volufiline, PDRN, NAD Stick for Youthful-Looking, Helping Look of Fine Lines, Firming Care, Anti-Ag",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/9bc5a612ca8c4a8ca00dddc0c0906cbc.png,18.56,1070000.0,-9.8,14.0,2.6,6540.0,9,,,Your future self will thank you for grabbing the PDRN Pink Collagen Volume Multi Balm today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.60/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729508370969629931,US,USD
【Creator’s Pick】Halara UltraSculpt High Waisted Tummy Control Pocket Shaping Training Leggings #BackToSchool,,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/b7436cb8f0124e7283f0cbb369e21789.png,27.48,905550.0,33.9,7.0,1.92,598.0,10,,,"Run, do not walk, to grab the 【Creator’s Pick】Halara UltraSculpt High Waisted . 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.92/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1730356078947897636,US,USD
"(KakaPeople Easy-Off Bodysuit) Tummy Control Butt Lifter Faja Bodysuit, Back Support Scrunch Back Open Design, Postpartum Recovery Full Body Shaper with Cotton ",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/1cbb79c001984dcf9d94ca6e37a2a789.png,23.98,903370.0,29.5,12.0,2.88,1470.0,9,,,POV: you found the product before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.88/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1732352660592628585,US,USD
[Dr.Melaxin Official] Calcium Multi Balm Eye Care Routine Korean Skin Care Anti-aging Cosmetics Collagen Eye Stick 9g,,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/df87e7df3796471ab09d44318e2f73b5.png,16.39,887840.0,-1.6,11.0,1.8,3210.0,10,,,Stop overthinking the Calcium Multi Balm Eye Care Routine Korean Skin  and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.80/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729718141631565851,US,USD
HydroJug Traveler | Leak-Proof Insulated Tumbler with Flip Straw & Cup Holder Fit Flasks Lid Drinkware Leakproof Tumbler,,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/3a1322662a5049c28e48418e17460e27.png,25.44,843180.0,7.5,8.0,2.04,6300.0,9,,,Consider this your reminder to grab the HydroJug Traveler you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.04/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729553368065741562,US,USD
"Magnesium Complex for Women, 240 Vegetarian Capsules | 20-in-1 Formula - Magnesium Blend with Vitamin D3, K2, Ashwagandha & More | Filler Free, Non-GMO",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/7f400401ecff43c794eb8a692c383625.png,22.12,822110.0,0.2,13.0,2.88,1480.0,10,,,"Trust me, you want the Magnesium Complex for Women in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.88/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729482835128784557,US,USD
"Dr.Flash Handheld Garment Steamer for Clothing, Portable Iron Steamer Combo Travel Steam Generators, 7 Modes with LED Display, Fast Heating, 90° Swivel Handle, ",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/e5b4b1346cd544e4beb19ee6e14b83a9.png,27.94,820130.0,-24.9,10.0,2.79,2029.9999999999998,10,,,Stop overthinking the Dr and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.79/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729992615540134195,US,USD
