product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"PUFFIT WarmCore Premium Short Puffer Jackets with Removable Hood & Optional Faux Fur Lining,Women's Ware Jackets,Winter Coats,Lady Casual Outerwear Longsleeves Zip Pockets Warm Qui",puffit-warmcore-premium-short-puffer-jac-1729466120965361453.jpg,https://p19-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/6de07dea8518493da49cb58eff2f8db3~tplv-t5fjg24jzw-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,61.58,11630.0,,8.0,4.93,,8,PUFFIT.UK.SHOP,https://shop.tiktok.com/view/product/1729466120965361453,@eves444x,Evie🧚‍♀️🧁✨,8880.0,5,@eves444x,183.0,The PUFFIT WarmCore Premium Short Puffer Jackets wit everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,GB,GBP
THESE WERE CUT,,,,,,,,,,,,,,,,,,,,SECTION,,,GB,GBP
"Halara Flex Basic Women's High-Waisted Waffle Wide-Leg Work Trousers with Side Pockets – Comfy Casual Fit, Tummy Flattering Design, Loungewear & Home Trousers #tiktokshopmademebuyi",,https://p19-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/5ea753ed854f4241b79678d0193e9af1~tplv-t5fjg24jzw-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,26.68,145950.0,,10.0,2.67,,9,halara uk,,@camilla.finds,Cami,31990.0,1,@camilla.finds,5510.0,"I am so sorry if you already grabbed an Halara Flex Basic Women's High-Waisted Waffle Wi, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £2.67/sale (< £3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729429759087513325,GB,GBP
ONESO Women's Mid-Low Rise Baggy Stretchy Wide-Leg Distressed Jeans Tummy Control & Curve-Hugging Basic Minimalist Comfort Denim Regular & Plus Sizes Trendy Multi-Pocket SS Style S,,https://p19-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/4270a1d9fc654d8aa29710bb48233973~tplv-t5fjg24jzw-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,50.59,56260.0,,5.0,2.53,,10,oneso uk,,@more.nevaeh,Nevaeh,16270.0,2,"@more.nevaeh, @eves444x",1110.0,Your future self will thank you for grabbing the ONESO Women's Mid-Low Rise Baggy Stretchy Wide-L today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £2.53/sale (< £3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729537794335938768,GB,GBP
OUFALI One-Seam & 4 Shades Fleece Lined Tights Women Sheer Black Fleece Pantyhose Winter Warm Thermal Fake Translucent Leggings Closed Foot,,https://p19-oec-eu-common-no.tiktokcdn-eu.com/tos-no1a-i-t5fjg24jzw-no/084d88d0521b4f8e8da3792a48255884~tplv-t5fjg24jzw-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,20.29,9280.0,,5.0,1.01,,7,oufali uk,,@more.nevaeh,Nevaeh,16270.0,2,@more.nevaeh,510.0,POV: you found the OUFALI One-Seam & 4 Shades Fleece Lined Tights W before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £1.01/sale (< £3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1729622316328721374,GB,GBP
"Women's Fashion Retro Gingham Plaid Stand Collar Short Coat, Drawstring Design, Zipper Front, Perfect for Fall Winter Daily Holiday Outing",,https://p16-oec-general.tiktokcdn-eu.com/tos-maliva-i-o3syd03w52-us/3030dca4131345a39262edeeac4a1e5b~tplv-o3syd03w52-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,26.95,23090.0,,8.0,2.16,,10,Cold Brew,,@taliawebb8,Talia Webb,11370.0,3,@taliawebb8,934.0,Stop overthinking the Women's Fashion Retro Gingham Plaid Stand Collar and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £2.16/sale (< £3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729867831487077357,GB,GBP
PRETTYLITTLETHING Ash Grey Logo Oversized Wide Leg Joggers,,https://img.kalocdn.com/tiktok.product.images/tos-useast2a-i-tulkllf4y5-euttp/8d4a81274053460cb7389d0273e3ce0c.png,22.09,23020.0,,10.0,2.21,,7,prettylittlething,,@taliawebb8,Talia Webb,11370.0,3,@taliawebb8,1070.0,Consider this your reminder to grab the PRETTYLITTLETHING Ash Grey Logo Oversized Wide L you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £2.21/sale (< £3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1729406794416819370,GB,GBP
"Women's Two-Piece Sporty, Long Sleeve Top & High-Waisted Pants, Breathable Yoga Gym Running Wear, Spring Fall Fitness Apparel, Yoga Fit Sets",,https://p16-oec-general.tiktokcdn-eu.com/tos-maliva-i-o3syd03w52-us/ab3a96603b6340cfb7f4a46984c1dccb~tplv-o3syd03w52-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,21.91,14460.0,,8.0,1.75,,10,Shandeng Clothing,,@taliawebb8,Talia Webb,11370.0,3,@taliawebb8,692.0,POV: you found the Women's Two-Piece Sporty before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £1.75/sale (< £3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729845906035547063,GB,GBP
"Women's Drop Shoulder Split Hem Sweater, Casual Long Sleeve Round Neck Jumper, Women's Knitwear Top for Fall & Winter, Sweaters for Women",,https://p16-oec-general.tiktokcdn-eu.com/tos-maliva-i-o3syd03w52-us/a2b64602063b4deebc0cacd87a16a4a1~tplv-o3syd03w52-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,16.96,145910.0,,10.0,1.7,,8,Bettlity,,@emmalouisehutton,Emma Hutton,10140.0,4,@emmalouisehutton,8410.0,Me telling you to grab the Women's Drop Shoulder Split Hem Sweater before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £1.70/sale (< £3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1729402132633718507,GB,GBP
"Women's Solid Mid-calf Socks, Casual Soft Comfy Warm Knit Socks for Fall & Winter, Women's Socks for Daily Wear, Everyday",,https://p16-oec-general.tiktokcdn-eu.com/tos-alisg-i-aphluv4xwc-sg/49c805250ad14d17a2dd1f29f49fc78c~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,9.23,60940.0,,10.0,0.92,,7,cool socks,,@emmalouisehutton,Emma Hutton,10140.0,4,@emmalouisehutton,7220.0,Your future self will thank you for grabbing the Women's Solid Mid-calf Socks today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £0.92/sale (< £3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1729432805407297455,GB,GBP
"Women's Plain Button Front Knit Cardigan, Casual Basic Long Sleeve Knitwear for Daily Wear, Ladies Clothes for All Seasons",,https://p16-oec-general.tiktokcdn-eu.com/tos-maliva-i-o3syd03w52-us/760f8381948a4a328eacb9aa6e00b4c6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,25.75,46830.0,,8.0,2.06,,8,Morrie Moon,,@emmalouisehutton,Emma Hutton,10140.0,4,@emmalouisehutton,1790.0,This is your sign to finally grab the Women's Plain Button Front Knit Cardigan. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £2.06/sale (< £3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1729445895122881778,GB,GBP
"Women's Fashionable Waterproof Non-slip Rain Boots, Casual Comfortable Slip-on Pull on Boots, Perfect for Students and Outdoor Sports, Footwear Boot #TOP PICKS",,https://p19-oec-general.tiktokcdn-eu.com/tos-maliva-i-o3syd03w52-us/e95a9183dfd747039f05986393be1ab6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,21.98,18420.0,,8.0,1.76,,8,FootHunter,,@emmalouisehutton,Emma Hutton,10140.0,4,@emmalouisehutton,872.0,Adding the Women's Fashionable Waterproof Non-slip Rain Boo to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £1.76/sale (< £3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1729420401631333468,GB,GBP
"Two-Piece Sports Yoga Set, Women's Golden Zipper Jacket & Seamless Leggings, Yoga Outfit, Seamless Yoga Outfits, Stretchy Sports Outfit",,https://p16-oec-general.tiktokcdn-eu.com/tos-alisg-i-aphluv4xwc-sg/36d43cffd0a948738346b31f6ab1b013~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=11254&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=no1a&from=2739998086,41.08,7560.0,,7.0,2.88,,10,montelulu,,@eves444x,Evie🧚‍♀️🧁✨,8880.0,5,@eves444x,191.0,I can not believe how good the Two-Piece Sports Yoga Set is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission £2.88/sale (< £3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729817841360345673,GB,GBP
