product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
Alimens&Gentle Men's Dress Shirts 4-way Stretch Long Sleeve Collared Solid Wedding Dating Button Down Shirts Business Casual Breathable Outfits Menswear,alimens-gentle-men-s-dress-shirts-4-way--1729708526678806867.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/3e310533975f4ae5b1ccfa6e1f255f85.png,39.0,8810.0,127.4,10.0,3.9,32.0,9,,https://shop.tiktok.com/view/product/1729708526678806867,The Alimens&Gentle Men's Dress Shirts 4-way Stretch  is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Cotton-Poly Plain Solid Casual Long-Sleeve Fitted Pullover Hoodie - Soft, Breathable, Skin-Friendly, Lightweight, Machine-Washable Minimalist All-Seasons ",men-s-cotton-poly-plain-solid-casual-lon-1732510152497992632.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/1a6349ac5bd44fcbacc1da1f12bcef97.png,39.0,4720.0,178.7,13.0,5.07,11.0,8,,https://shop.tiktok.com/view/product/1732510152497992632,"Trust me, you want the Men's Cotton-Poly Plain Solid Casual Long-Sleeve in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cove | Stretch Chino Pant,cove-stretch-chino-pant-1732266242873332620.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4eaadd107a2241349f6b5e45611891ae.png,39.0,4410.0,82.6,18.0,7.02,18.0,10,,https://shop.tiktok.com/view/product/1732266242873332620,Your future self will thank you for grabbing the Cove today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"GOOSH Inflatable Dinosaur Animal Costume Top, Funny Blow-Up Halloween Outfit for Kids Party Cosplay Clothing Set, Kids Costumes",goosh-inflatable-dinosaur-animal-costume-1729438064680473273.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/fe1068ec692d439cb82d54b39ab65d57.png,39.0,1790.0,34.6,10.0,3.9,15.0,7,,https://shop.tiktok.com/view/product/1729438064680473273,Stop overthinking the GOOSH Inflatable Dinosaur Animal Costume Top and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Ely Cattleman Long-Sleeve Denim Western Snap Shirt - Denim Fabric, Pearlized Snaps, Western Yoke Design, Functional Material, Pocketed Menswear Top",men-s-ely-cattleman-long-sleeve-denim-we-1729666550921597692.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/82cfd712de114eeeaa58ba409758f09e.png,36.0,648.0,319.5,11.0,3.96,8.0,7,,https://shop.tiktok.com/view/product/1729666550921597692,This is your sign to finally grab the Men's Ely Cattleman Long-Sleeve Denim Western Sn. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"GOOSH Men's Personalized Full Body Inflatable Dinosaur Onesie Costume Set, Realistic Polyester T-Rex Blow-Up Outfit with Red Glowing Eyes for Funny Halloween Co",goosh-men-s-personalized-full-body-infla-1729438196006490809.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/e6f44a0c80bb467ab5a6191a44bd5cdf.png,35.0,1360.0,240.4,11.0,3.85,21.0,7,,https://shop.tiktok.com/view/product/1729438196006490809,Adding the GOOSH Men's Personalized Full Body Inflatable Di to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"MeJend 12oz Heavyweight Cropped Long Sleeve T-Shirt, 100% Cotton Graphic Tee, Unisex Crewneck Streetwear LS Tee, Good Graphic Shirt",mejend-12oz-heavyweight-cropped-long-sle-1732498476476109654.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/3e3f1825808c4d698ff08201a4340ffe.png,35.0,875.0,85.7,11.0,3.85,18.0,8,,https://shop.tiktok.com/view/product/1732498476476109654,"Run, do not walk, to grab the MeJend 12oz Heavyweight Cropped Long Sleeve T-Sh. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Eddie Bauer | Men's Classic Roll Neck Sweater, Soft Cotton Blend Breathable Layering All Day Comfort",eddie-bauer-men-s-classic-roll-neck-swea-1732465325516624398.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c94e87ea99ce4611866bebfb8e1ccd1e.png,35.0,665.0,209.3,11.0,3.85,8.0,9,,https://shop.tiktok.com/view/product/1732465325516624398,Adding the Eddie Bauer to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"KZZ Men's Colorblock 2-Piece French Terry Chandal - Adjustable Zip-Up Hoodie & Long Sleeve Joggers Workout Set, Men's Clothing Sports Outerwear Streetwear Cloth",kzz-men-s-colorblock-2-piece-french-terr-1731630853292331137.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/55a2ca55778f4ea78b1cfa61d7920cdd.png,35.0,665.0,276.1,11.0,3.85,29.0,9,,https://shop.tiktok.com/view/product/1731630853292331137,Adding the KZZ Men's Colorblock 2-Piece French Terry Chanda to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Relaxed Fit Heavyweight Carpenter Jeans,100% Cotton, Utility Pockets, Hammer Loop, Durable Construction, Classic Workwear Style",dickies-relaxed-fit-heavyweight-carpente-1732482898182050111.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/92b3d8d3f5064dfc876e5212e5b0a887.png,34.0,2750.0,82.5,12.0,4.08,29.0,9,,https://shop.tiktok.com/view/product/1732482898182050111,Do NOT scroll past the Dickies if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Pack Men's Open Bottom Fleece Jogger Sweatpants with Velcro Cargo Pockets,pack-men-s-open-bottom-fleece-jogger-swe-1732520967051645184.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4d29f052a65a4c8b953a4c29c9762fa4.png,33.0,2240.0,198.7,12.0,3.96,12.0,9,,https://shop.tiktok.com/view/product/1732520967051645184,Stop overthinking the Pack Men's Open Bottom Fleece Jogger Sweatpants  and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Quarter Zip Mock Neck Pullover, Old Money Style Long Sleeve Sweatshirt with Ribbed Hem, Smart Casual Layering Top for Golf, Work, Fall Winter & Everyday W",men-s-quarter-zip-mock-neck-pullover-old-1732494215562171178.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/543d115b5226451baa05771c2f8765ef.png,31.0,6040.0,160.9,10.0,3.1,51.0,10,,https://shop.tiktok.com/view/product/1732494215562171178,Adding the Men's Quarter Zip Mock Neck Pullover to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Undercover Slim Stacked Flare Jeans - Medium Blue Wash,undercover-slim-stacked-flare-jeans-medi-1730748804439118696.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/8fa9a14123a7426088fbd3efa69b4d77.png,31.0,992.0,68.5,10.0,3.1,7.0,7,,https://shop.tiktok.com/view/product/1730748804439118696,"I am so sorry if you already grabbed an Undercover Slim Stacked Flare Jeans - Medium Blu, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Solid Plain Beige Tropical Beach Shorts - 5-Pack, Lightweight Breezy Breathing Feature Thin Fabric, Quick-Drying, Drawstring, Zip Pocket, Fitted Cut, Abov",men-s-solid-plain-beige-tropical-beach-s-1732089051832357780.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b23ce51f450f4241ac72ad6c556ee2aa.png,30.0,5460.0,123.4,10.0,3.0,45.0,8,,https://shop.tiktok.com/view/product/1732089051832357780,"I am so sorry if you already grabbed an Men's Solid Plain Beige Tropical Beach Shorts - , because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Unisex Mimikyu Japanese Ink‑Wash Style Rag Doll Yokai Pocket Graphict Washed hoodie Personalized Pattern Y2k Clothing Round Neck Washed hoodie,Women's Clothing ",unisex-mimikyu-japanese-ink-wash-style-r-1732557178608718778.jpg,https://img.kalocdn.com/tiktok.product.images/tos-alisg-i-aphluv4xwc-sg/01452db003da4fbd98f2c87472e60e57.png,28.0,1230.0,149.2,11.0,3.08,13.0,7,,https://shop.tiktok.com/view/product/1732557178608718778,Consider this your reminder to grab the Unisex Mimikyu Japanese Ink‑Wash Style Rag Doll  you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"AUSELILY Men's Crewneck Sweatshirt - 2026 New X Decoration, Cotton Plain Casual Soft Sweatshirt, Men's Clothing, Long Sleeve Pullover with Pockets, Elastic Hem,",auselily-men-s-crewneck-sweatshirt-2026--1731900196571091949.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/560863d0ed7943b3878e0abeaa19c38d.png,26.0,1120.0,31.2,12.0,3.12,39.0,7,,https://shop.tiktok.com/view/product/1731900196571091949,Consider this your reminder to grab the AUSELILY Men's Crewneck Sweatshirt - 2026 New X  you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,SECTION,,,US,USD
"3-pack men’s fleece-lined warm jogging pants; windproof, insulated, thick winter sports pants with elastic drawstring design and zippered pockets at the pant le",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/d9301ed411724996a6defc1bbe661c15.png,29.0,1680.0,175.4,10.0,2.9,13.0,9,,,"If you have been waiting on the 3-pack men’s fleece-lined warm jogging pants; wi, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1732460562120216969,US,USD
3-Pack Men's Slim Fit Fleece Lined Joggers (Sizes - S to 3XL),,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/a91e4abe28a64a4cbd682c4369313f6f.png,29.0,986.0,142.8,10.0,2.9,9.0,7,,,"I am so sorry if you already grabbed an 3-Pack Men's Slim Fit Fleece Lined Joggers, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1729567632182579456,US,USD
"12-Pack$39.99 ;6-Pack$29.99 Great Value Stock Up Men's 180 GSM Crew Neck Short-Sleeve T-Shirts - Black, White Color Options t shirts for men clothing fashion pl",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/37de52da54674dfbbda109847b248dea.png,29.0,638.0,134.3,10.0,2.9,16.0,8,,,"Run, do not walk, to grab the 12-Pack$39. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1732474536331809196,US,USD
