product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"Eddie Bauer | Men's Rainier Pants, Outdoor Hiking, Water-Repellent, 2-Way Stretch, UPF 50+",eddie-bauer-men-s-rainier-pants-outdoor--1732478766048383502.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/9bc480dcb76f47e2b96e389cf56be9c2.png,41.0,3080.0,286.4,12.0,4.92,21.0,7,,https://shop.tiktok.com/view/product/1732478766048383502,"Trust me, you want the Eddie Bauer in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Cotton-Poly Plain Solid Casual Long-Sleeve Fitted Pullover Hoodie - Soft, Breathable, Skin-Friendly, Lightweight, Machine-Washable Minimalist All-Seasons ",men-s-cotton-poly-plain-solid-casual-lon-1732510152497992632.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/1a6349ac5bd44fcbacc1da1f12bcef97.png,39.0,4800.0,61.0,13.0,5.07,21.0,7,,https://shop.tiktok.com/view/product/1732510152497992632,I can not believe how good the Men's Cotton-Poly Plain Solid Casual Long-Sleeve is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"BAMBOO COOL Men's Mid-Waist Plain Boxers 6-Pack Solid Color - Soft Bamboo Fabric, Breathable, Sweat-Wicking Comfortable Male Clothing for Summer summerwins",bamboo-cool-men-s-mid-waist-plain-boxers-1730274763075064261.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5dd152d5e9d84443a472461a8b25ae99.png,39.0,3000.0,104.3,18.0,7.02,17.0,7,,https://shop.tiktok.com/view/product/1730274763075064261,"If you have been waiting on the BAMBOO COOL Men's Mid-Waist Plain Boxers 6-Pack , now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"GOOSH Inflatable Dinosaur Animal Costume Top, Funny Blow-Up Halloween Outfit for Kids Party Cosplay Clothing Set, Kids Costumes",goosh-inflatable-dinosaur-animal-costume-1729438064680473273.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/fe1068ec692d439cb82d54b39ab65d57.png,39.0,2960.0,60.4,10.0,3.9,15.0,7,,https://shop.tiktok.com/view/product/1729438064680473273,POV: you found the GOOSH Inflatable Dinosaur Animal Costume Top before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
MAELREG Men's Graffiti Print Hoodie Golf Fleece Hooded Sweatshirts Dry Fit Athletic Lightweight Casual Midlayer Mens Hoodies Pullover Fashion Tops,maelreg-men-s-graffiti-print-hoodie-golf-1731345494138851409.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/6998b80f54ca4d419348a0bd9528a208.png,39.0,2850.0,536.1,10.0,3.9,18.0,10,,https://shop.tiktok.com/view/product/1731345494138851409,POV: you found the MAELREG Men's Graffiti Print Hoodie Golf Fleece  before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
YUANBANG Stretchy Men's Camo Overalls Football Halloween Denim Camouflage Romper Fall Hunting Bib Turkey Season Gear Outdoor Fashion Pattern Coveralls Y2k Mensw,yuanbang-stretchy-men-s-camo-overalls-fo-1730174627750384621.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/80c2d53b192b45e987b6cbd8fc59f0c4.png,39.0,1600.0,104.9,10.0,3.9,52.0,8,,https://shop.tiktok.com/view/product/1730174627750384621,I can not believe how good the YUANBANG Stretchy Men's Camo Overalls Football H is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"ZITY Men's 3-Pack Polyester Short-Sleeve Golf Polo Shirts - UPF 50+, Moisture Wicking, Polka Dot Print, Breathable Performance Fabric for Casual Outdoor Wear, P",zity-men-s-3-pack-polyester-short-sleeve-1732469314809860694.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/ac23dd9841e9432388e5ee5740f6c883.png,38.0,2320.0,116.9,11.0,4.18,9.0,9,,https://shop.tiktok.com/view/product/1732469314809860694,Me telling you to grab the ZITY Men's 3-Pack Polyester Short-Sleeve Golf Po before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Water Repellent Duck Hooded Shirt Jacket,100% Cotton,Chest Pockets,DWR Water-Repellent,Classic Workwear",dickies-water-repellent-duck-hooded-shir-1732482900461130047.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c1cfa3bddcc644399252b1276fa66fd0.png,37.0,10290.0,311.0,11.0,4.07,72.0,9,,https://shop.tiktok.com/view/product/1732482900461130047,The Dickies everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"UndrDog Hemp & Bamboo Blank Tee for Men | PFAS Free, 4X Stronger Than Cotton, Fitted Crew Neck Tee,Breathable Moisture Wicking, Holds Shape 100+ Washes",undrdog-hemp-bamboo-blank-tee-for-men-pf-1732220340094996625.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/f005b606abc345d28d8e655f61d9be05.png,37.0,1440.0,117.4,14.0,5.18,93.0,10,,https://shop.tiktok.com/view/product/1732220340094996625,Adding the UndrDog Hemp & Bamboo Blank Tee for Men to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"MAELREG Men’s Performance Quarter Zip Golf Pullover,Long Sleeve Dry Fit Moisture Wicking Mock Neck Sweatshirt, Stylish Lightweight Fall Layering Apparel,Fashion",maelreg-men-s-performance-quarter-zip-go-1731644496346320977.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/8b1bbf561de04569bb5cf483687cc9ed.png,35.0,2140.0,52.8,11.0,3.85,31.0,10,,https://shop.tiktok.com/view/product/1731644496346320977,"Trust me, you want the MAELREG Men’s Performance Quarter Zip Golf Pullo in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Men's Loose Fit Double Knee Work Pants, Reinforced Knees, Multi-Pocket Utility Fit, Workwear Street Style",dickies-men-s-loose-fit-double-knee-work-1729504391814747455.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b7fb2802dda541218ccf78888a337189.png,34.0,9690.0,47.7,12.0,4.08,85.0,8,,https://shop.tiktok.com/view/product/1729504391814747455,"If you have been waiting on the Dickies, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Relaxed Fit Heavyweight Carpenter Jeans,100% Cotton, Utility Pockets, Hammer Loop, Durable Construction, Classic Workwear Style",dickies-relaxed-fit-heavyweight-carpente-1732482898182050111.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/92b3d8d3f5064dfc876e5212e5b0a887.png,34.0,3060.0,49.4,12.0,4.08,35.0,9,,https://shop.tiktok.com/view/product/1732482898182050111,Stop overthinking the Dickies and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Nylon Brushed Seamless Thongs 3-Pack No Fly, Mid-Rise, ABCD Pouch",men-s-nylon-brushed-seamless-thongs-3-pa-1732356157849506676.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/2f335fa300124b6c8022ffd4ea5c53f3.png,34.0,2620.0,154.5,18.0,6.12,13.0,10,,https://shop.tiktok.com/view/product/1732356157849506676,Me telling you to grab the Men's Nylon Brushed Seamless Thongs 3-Pack No Fl before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Pack Men's Open Bottom Fleece Jogger Sweatpants with Velcro Cargo Pockets,pack-men-s-open-bottom-fleece-jogger-swe-1732520967051645184.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4d29f052a65a4c8b953a4c29c9762fa4.png,33.0,3800.0,100.1,12.0,3.96,26.0,10,,https://shop.tiktok.com/view/product/1732520967051645184,I can not believe how good the Pack Men's Open Bottom Fleece Jogger Sweatpants  is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Haus | Essentials Long Sleeve Athletic Fitted Tee Modern,haus-essentials-long-sleeve-athletic-fit-1729761348678226602.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/566cdaa77aaf4eccae0f9ba98f0b446f.png,30.0,3090.0,66.3,10.0,3.0,44.0,7,,https://shop.tiktok.com/view/product/1729761348678226602,Do NOT scroll past the Haus if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Plaid&Plain Men’s Slim Fit Khaki Pants Men’s Tapered Chino Pants Khaki Pants For Casual Khaki Pants,plaid-plain-men-s-slim-fit-khaki-pants-m-1731104994768163726.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/541394a35bfe43f3b8625f4728ba3fc8.png,30.0,1410.0,123.7,10.0,3.0,15.0,7,,https://shop.tiktok.com/view/product/1731104994768163726,Me telling you to grab the Plaid&Plain Men’s Slim Fit Khaki Pants Men’s Tap before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's 380g Vintage American Classic Hoodie - Badge Number Slogan Back Print, Loose Fit Tops, Premium Fabric Sweatshirt for Autumn, Jeans, Spring, Cotton, Long S",men-s-380g-vintage-american-classic-hood-1732472741095707544.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/79dd2242d598441380e6cbffaa593139.png,28.0,1460.0,96.6,11.0,3.08,31.0,10,,https://shop.tiktok.com/view/product/1732472741095707544,Consider this your reminder to grab the Men's 380g Vintage American Classic Hoodie - Bad you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,SECTION,,,US,USD
"3-pack men’s fleece-lined warm jogging pants; windproof, insulated, thick winter sports pants with elastic drawstring design and zippered pockets at the pant le",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/d9301ed411724996a6defc1bbe661c15.png,29.0,4320.0,104.1,10.0,2.9,14.0,10,,,The 3-pack men’s fleece-lined warm jogging pants; wi is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1732460562120216969,US,USD
"Muezna Men's Thermal 2-Piece Base Layer Set - Athletic Retro Lightweight Plus Size Elastic Breathable Jacket & Sweatpants, Stretch Fabric with Fur Liner, Ideal ",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c7ed482bf4d74bc3846d8a03483eb2dd.png,29.0,2640.0,48.7,10.0,2.9,43.0,10,,,POV: you found the Muezna Men's Thermal 2-Piece Base Layer Set - At before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729417063810502904,US,USD
COOFANDY Men's Long Sleeve Knit Polo - Casual Button Down Golf Shirts for Men Formal Quarter,,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/56b5c8c66d6a46cb93106b626f83dc60.png,29.0,2520.0,56.2,10.0,2.9,77.0,8,,,Stop overthinking the COOFANDY Men's Long Sleeve Knit Polo - Casual Bu and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1729414198478934025,US,USD
"【CREATOR’S PICK】CAONAT Unisex Baggy Cargo Pants - Lightweight Water-Resistant Stretch Utility Pants, Relaxed Fit with Pockets, Comfortable Outdoor Pants for Hik",,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/c578e341b0d946e5801515b3497d194e.png,29.0,2410.0,38.9,10.0,2.9,41.0,10,,,The 【CREATOR’S PICK】CAONAT Unisex Baggy Cargo Pants  everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1732515531531719622,US,USD
"Men's Solid Color Half-Zip Hooded 2-Piece Casual Set - Super Soft, Breathable, Lightweight Long-Sleeve Pullover Sweatshirt, Adjustable Drawstring Cap, Large Poc",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/56141d3723cc4b24844ad35c117bfdca.png,27.0,2000.0,418.8,11.0,2.97,11.0,7,,,Consider this your reminder to grab the Men's Solid Color Half-Zip Hooded 2-Piece Casual you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.97/sale (< $3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1732159247961199174,US,USD
"Dickies | Original 874® Work Pants, Workwear, Menswear Plain Classic, Coverall-Inspired Style, Comfortable, Easy Care, Wrinkle-Resistant, Timeless Classic",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/bbf76e194ca449a2afafd1d87c612f8e.png,29.0,1970.0,37.7,10.0,2.9,47.0,7,,,The Dickies everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 7/10 ads,https://shop.tiktok.com/view/product/1732322113681396031,US,USD
3-Pack Men's Slim Fit Fleece Lined Joggers (Sizes - S to 3XL),,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/a91e4abe28a64a4cbd682c4369313f6f.png,29.0,1540.0,108.3,10.0,2.9,14.0,9,,,Stop overthinking the 3-Pack Men's Slim Fit Fleece Lined Joggers and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729567632182579456,US,USD
"Men's Thermal Fleece Hoodie Jacket Jacket Jacquard Fabric Zip Front-Up Plain Hooded Outerwear With Decorative Zipper Pull, Kangaroo Pockets for Menswear Mens Un",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/e8fe1e791f32485697ce5cf51fe83ce0.png,27.0,1320.0,292.0,11.0,2.97,27.0,9,,,Do NOT scroll past the Men's Thermal Fleece Hoodie Jacket Jacket Jacqua if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.97/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1732548903508939627,US,USD
