product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
mnml Distressed Kick Flare Denim - Washed Blue,mnml-distressed-kick-flare-denim-washed--1732139182753091966.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/dac35974773b4bf2bbc2c89a7089e889.png,62.0,1430.0,167.8,10.0,6.2,12.0,9,,https://shop.tiktok.com/view/product/1732139182753091966,Adding the mnml Distressed Kick Flare Denim - Washed Blue to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
DICKIES Men's TJ15 Insulated Eisenhower Jacket Comfort Dickies Full Zipper Work Jackets Workwear Coat Cats (S to 5XL),dickies-men-s-tj15-insulated-eisenhower--1731829270236533402.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/686cf34fb7e74210b69341f739790eed.png,60.0,3180.0,85.9,10.0,6.0,16.0,10,,https://shop.tiktok.com/view/product/1731829270236533402,"Trust me, you want the DICKIES Men's TJ15 Insulated Eisenhower Jacket C in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Pioneer Camp Men's Lightweight Packable Hooded Heated Puffer Jacket - Male Clothing, Windproof, Thermal Long Sleeve, Full Zip Front, 6-Pocket, Insulated, Breath",pioneer-camp-men-s-lightweight-packable--1729461168099856453.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/41dbce3d47124a479db0824c7ea3c30b.png,60.0,1440.0,171.0,10.0,6.0,53.0,8,,https://shop.tiktok.com/view/product/1729461168099856453,This is your sign to finally grab the Pioneer Camp Men's Lightweight Packable Hooded H. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
WEST COAST CHOPPERS Core Logo Mens Hoodie,west-coast-choppers-core-logo-mens-hoodi-1731647962258379189.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/7b9ad074bd1e4435b13df292ba85c03b.png,59.0,1710.0,59.4,15.0,8.85,16.0,9,,https://shop.tiktok.com/view/product/1731647962258379189,"If you have been waiting on the WEST COAST CHOPPERS Core Logo Mens Hoodie, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cove | Baggy Jeans,cove-baggy-jeans-1732546891621634956.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c65e4893f1c849e99e65218d74c39bce.png,49.0,2400.0,83.2,18.0,8.82,22.0,10,,https://shop.tiktok.com/view/product/1732546891621634956,Your future self will thank you for grabbing the Cove today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"MAELREG Men's Stretch Dress Pants Suit Pants 30\""/32\""/34\"" Stretch Lightweight 5 Pockets Water-Resistant Casual Mens Pants,golf sweatpants men,Wedding Attire,D",maelreg-men-s-stretch-dress-pants-suit-p-1730824335944945745.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b867deee66db469890a42c01825d1c1d.png,45.0,1400.0,30.1,11.0,4.95,17.0,10,,https://shop.tiktok.com/view/product/1730824335944945745,"If you have been waiting on the MAELREG Men's Stretch Dress Pants Suit Pants 30\, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | TJ15 Insulated Eisenhower Jacket, Full Zip Work Jacket, Full Zip Work Jacket, Men's Workwear, Lightweight Warmth, Wrinkle-Resistant, Stain-Resistant, ",dickies-tj15-insulated-eisenhower-jacket-1729504375773041983.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/cfa670432ab84b5e8589e19e3df7096c.png,44.0,1190.0,36.7,14.0,6.16,48.0,7,,https://shop.tiktok.com/view/product/1729504375773041983,Me telling you to grab the Dickies before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
PROCLUB Men's Heavyweight Hooded Pile Jacket PRO CLUB Classic Soft Fur-Insulated Jacket Casual Fur Hoodie Full Zip Jackets Hip Hop Harem Black Gray,proclub-men-s-heavyweight-hooded-pile-ja-1729408303640449690.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/cd0d6bc839284d3d81987d3c9cd4fb33.png,42.0,3490.0,83.5,12.0,5.04,21.0,10,,https://shop.tiktok.com/view/product/1729408303640449690,The PROCLUB Men's Heavyweight Hooded Pile Jacket PRO everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
4-Pack Men's Joggers with Zipper Pockets Lightweight Cuffed Stretch Sweatpants Athleisure Outfit Big Guy Pants Athletic Workout Running Gym Fit for Spring & Sum,4-pack-men-s-joggers-with-zipper-pockets-1730805819608699219.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/7e13f2d84f4e44a4959d9db02ff9e5b5.png,42.0,1930.0,48.8,10.0,4.2,26.0,9,,https://shop.tiktok.com/view/product/1730805819608699219,Do NOT scroll past the 4-Pack Men's Joggers with Zipper Pockets Lightwe if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Cotton-Poly Plain Solid Casual Long-Sleeve Fitted Pullover Hoodie - Soft, Breathable, Skin-Friendly, Lightweight, Machine-Washable Minimalist All-Seasons ",men-s-cotton-poly-plain-solid-casual-lon-1732510152497992632.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/1a6349ac5bd44fcbacc1da1f12bcef97.png,39.0,6120.0,150.1,13.0,5.07,20.0,7,,https://shop.tiktok.com/view/product/1732510152497992632,Your future self will thank you for grabbing the Men's Cotton-Poly Plain Solid Casual Long-Sleeve today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cove | Stretch Chino Pant,cove-stretch-chino-pant-1732266242873332620.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4eaadd107a2241349f6b5e45611891ae.png,39.0,4680.0,35.0,18.0,7.02,27.0,10,,https://shop.tiktok.com/view/product/1732266242873332620,"I am so sorry if you already grabbed an Cove, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
MAELREG Men's Graffiti Print Hoodie Golf Fleece Hooded Sweatshirts Dry Fit Athletic Lightweight Casual Midlayer Mens Hoodies Pullover Fashion Tops,maelreg-men-s-graffiti-print-hoodie-golf-1731345494138851409.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/6998b80f54ca4d419348a0bd9528a208.png,39.0,1830.0,822.0,10.0,3.9,20.0,10,,https://shop.tiktok.com/view/product/1731345494138851409,Consider this your reminder to grab the MAELREG Men's Graffiti Print Hoodie Golf Fleece  you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"BAMBOO COOL Men's Mid-Waist Plain Boxers 6-Pack Solid Color - Soft Bamboo Fabric, Breathable, Sweat-Wicking Comfortable Male Clothing for Summer summerwins",bamboo-cool-men-s-mid-waist-plain-boxers-1730274763075064261.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5dd152d5e9d84443a472461a8b25ae99.png,39.0,1760.0,31.0,18.0,7.02,16.0,7,,https://shop.tiktok.com/view/product/1730274763075064261,Consider this your reminder to grab the BAMBOO COOL Men's Mid-Waist Plain Boxers 6-Pack  you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
YUANBANG Stretchy Men's Camo Overalls Football Halloween Denim Camouflage Romper Fall Hunting Bib Turkey Season Gear Outdoor Fashion Pattern Coveralls Y2k Mensw,yuanbang-stretchy-men-s-camo-overalls-fo-1730174627750384621.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/80c2d53b192b45e987b6cbd8fc59f0c4.png,39.0,1480.0,111.2,10.0,3.9,51.0,8,,https://shop.tiktok.com/view/product/1730174627750384621,Your future self will thank you for grabbing the YUANBANG Stretchy Men's Camo Overalls Football H today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
MAELREG Men's Quarter Zip Pullover Lightweight Mock Neck Long Sleeve Midlayer Athletic Golf Half Zip Sweatshirt for Men,maelreg-men-s-quarter-zip-pullover-light-1731895162209472593.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/cd840f63b572458888c113f4d94f940d.png,39.0,1170.0,141.1,10.0,3.9,11.0,10,,https://shop.tiktok.com/view/product/1731895162209472593,The MAELREG Men's Quarter Zip Pullover Lightweight M everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"UndrDog Hemp & Bamboo Blank Tee for Men | PFAS Free, 4X Stronger Than Cotton, Fitted Crew Neck Tee,Breathable Moisture Wicking, Holds Shape 100+ Washes",undrdog-hemp-bamboo-blank-tee-for-men-pf-1732220340094996625.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/f005b606abc345d28d8e655f61d9be05.png,37.0,1630.0,193.5,14.0,5.18,96.0,10,,https://shop.tiktok.com/view/product/1732220340094996625,Adding the UndrDog Hemp & Bamboo Blank Tee for Men to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
FB County Heavyweight Baggy Cargo Sweatpants Menswear Utility,fb-county-heavyweight-baggy-cargo-sweatp-1729408259983905065.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/1e44f779e6074011ab72d2d5352337ae.png,37.0,1330.0,41.3,11.0,4.07,14.0,8,,https://shop.tiktok.com/view/product/1729408259983905065,Consider this your reminder to grab the FB County Heavyweight Baggy Cargo Sweatpants Men you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"MAELREG Men’s Performance Quarter Zip Golf Pullover,Long Sleeve Dry Fit Moisture Wicking Mock Neck Sweatshirt, Stylish Lightweight Fall Layering Apparel,Fashion",maelreg-men-s-performance-quarter-zip-go-1731644496346320977.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/8b1bbf561de04569bb5cf483687cc9ed.png,35.0,2000.0,33.8,11.0,3.85,35.0,10,,https://shop.tiktok.com/view/product/1731644496346320977,Adding the MAELREG Men’s Performance Quarter Zip Golf Pullo to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Acid Wash Hoodie, 90s hip-hop street style hoodie,suitable for rappers and retro music lovers, streetwear fashion",acid-wash-hoodie-90s-hip-hop-street-styl-1732126151192056296.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/42d8883cb4624671a1efaed54cb202d9.png,35.0,1160.0,79.7,14.0,4.9,27.0,9,,https://shop.tiktok.com/view/product/1732126151192056296,"If you have been waiting on the Acid Wash Hoodie, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Men's Loose Fit Double Knee Work Pants, Reinforced Knees, Multi-Pocket Utility Fit, Workwear Street Style",dickies-men-s-loose-fit-double-knee-work-1729504391814747455.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b7fb2802dda541218ccf78888a337189.png,34.0,8160.0,36.7,12.0,4.08,80.0,8,,https://shop.tiktok.com/view/product/1729504391814747455,I can not believe how good the Dickies is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Nylon Brushed Seamless Thongs 3-Pack No Fly, Mid-Rise, ABCD Pouch",men-s-nylon-brushed-seamless-thongs-3-pa-1732356157849506676.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/2f335fa300124b6c8022ffd4ea5c53f3.png,34.0,6660.0,999.9,18.0,6.12,12.0,9,,https://shop.tiktok.com/view/product/1732356157849506676,Consider this your reminder to grab the Men's Nylon Brushed Seamless Thongs 3-Pack No Fl you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Pack Men's Open Bottom Fleece Jogger Sweatpants with Velcro Cargo Pockets,pack-men-s-open-bottom-fleece-jogger-swe-1732520967051645184.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/4d29f052a65a4c8b953a4c29c9762fa4.png,33.0,2480.0,57.0,12.0,3.96,25.0,10,,https://shop.tiktok.com/view/product/1732520967051645184,The Pack Men's Open Bottom Fleece Jogger Sweatpants  is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's Ely Cattleman Long-Sleeve Striped Western Snap Shirt - Polyester-Cotton Collared Button Up Tops with 2 Pockets, Classic Cut Casual Pearl Snaps Menswear",men-s-ely-cattleman-long-sleeve-striped--1732485119865688828.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/5fc44c5b1161448289ee46cf83f80669.png,31.0,1080.0,75.2,10.0,3.1,16.0,9,,https://shop.tiktok.com/view/product/1732485119865688828,Stop overthinking the Men's Ely Cattleman Long-Sleeve Striped Western  and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Men's 380g Vintage American Classic Hoodie - Badge Number Slogan Back Print, Loose Fit Tops, Premium Fabric Sweatshirt for Autumn, Jeans, Spring, Cotton, Long S",men-s-380g-vintage-american-classic-hood-1732472741095707544.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/79dd2242d598441380e6cbffaa593139.png,28.0,1060.0,53.6,11.0,3.08,23.0,10,,https://shop.tiktok.com/view/product/1732472741095707544,Me telling you to grab the Men's 380g Vintage American Classic Hoodie - Bad before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cute Bug Print Pink Washed Hoodie The World Is Cruel Slogan 380g Autumn VIntage Washed Hoodie Graphic Sweatshirt,cute-bug-print-pink-washed-hoodie-the-wo-1732457133834343380.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/c500cf558b7b4df99abf8536ecb54a34.png,25.0,4750.0,37.8,12.0,3.0,76.0,7,,https://shop.tiktok.com/view/product/1732457133834343380,Consider this your reminder to grab the Cute Bug Print Pink Washed Hoodie The World Is C you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,SECTION,,,US,USD
"3-pack men’s fleece-lined warm jogging pants; windproof, insulated, thick winter sports pants with elastic drawstring design and zippered pockets at the pant le",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/d9301ed411724996a6defc1bbe661c15.png,29.0,5190.0,242.8,10.0,2.9,12.0,10,,,Your future self will thank you for grabbing the 3-pack men’s fleece-lined warm jogging pants; wi today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1732460562120216969,US,USD
"Muezna Men's Thermal 2-Piece Base Layer Set - Athletic Retro Lightweight Plus Size Elastic Breathable Jacket & Sweatpants, Stretch Fabric with Fur Liner, Ideal ",,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c7ed482bf4d74bc3846d8a03483eb2dd.png,29.0,2120.0,36.4,10.0,2.9,37.0,10,,,Adding the Muezna Men's Thermal 2-Piece Base Layer Set - At to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 10/10 ads,https://shop.tiktok.com/view/product/1729417063810502904,US,USD
"Runcati Mens Baggy Dress Pants Casual Pleated Wide Leg Lightweight Trousers | Loose Fit Old Money Pants, Work Business Relaxed Fit Slacks, Two Side Pockets, 30\",,https://img.kalocdn.com/tiktok.product.images/tos-alisg-i-aphluv4xwc-sg/b8952fcdb59f45918a2fe0c167fc4415.png,27.0,1240.0,116.1,11.0,2.97,14.0,9,,,The Runcati Mens Baggy Dress Pants Casual Pleated Wi everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.97/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1732470264128376962,US,USD
3-Pack Men's Slim Fit Fleece Lined Joggers (Sizes - S to 3XL),,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/a91e4abe28a64a4cbd682c4369313f6f.png,29.0,1190.0,90.8,10.0,2.9,10.0,9,,,"I am so sorry if you already grabbed an 3-Pack Men's Slim Fit Fleece Lined Joggers, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.90/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729567632182579456,US,USD
