product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt
"JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longline Crewneck Sport T-Shirt, Menswear Casual Top for Outdoor Daily Wear",jmierr-mens-3-pack-cotton-hipster-hip-ho-1729622332281688427.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/90eea396b21c49429b7c344f48726a98.png,49.99,1200.0,39.5,10.0,5.0,27.0,8,,https://shop.tiktok.com/view/product/1729622332281688427,Adding the JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longli to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
COOFANDY Men's Long Sleeve Knit Polo - Casual Button Down Golf Shirts for Men Formal Quarter,coofandy-men-s-long-sleeve-knit-polo-cas-1729414198478934025.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/56b5c8c66d6a46cb93106b626f83dc60.png,47.99,2500.0,89.9,10.0,4.8,76.0,9,,https://shop.tiktok.com/view/product/1729414198478934025,Adding the COOFANDY Men's Long Sleeve Knit Polo - Casual Bu to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Comfrt | Men's Modal Boxer Brief | Buttery Soft Breathable Modal Boxer Briefs For Men,comfrt-men-s-modal-boxer-brief-buttery-s-1732382270662546307.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/271bbfa128a74386b7d50d61db3c7e7a.png,45.0,1440.0,33.4,10.0,4.5,9.0,8,,https://shop.tiktok.com/view/product/1732382270662546307,The Comfrt is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Cute Bug Print Pink Washed Hoodie The World Is Cruel Slogan 380g Autumn VIntage Washed Hoodie Graphic Sweatshirt,sohochic",cute-bug-print-pink-washed-hoodie-the-wo-1732457133834343380.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/c500cf558b7b4df99abf8536ecb54a34.png,42.89,9180.0,62.1,12.0,5.15,74.0,8,,https://shop.tiktok.com/view/product/1732457133834343380,Your future self will thank you for grabbing the Cute Bug Print Pink Washed Hoodie The World Is C today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Gihuo Unisex Half-Zip Washed Cotton Denim Hoodie - Oversized Vintage Y2K Pullover Sweatshirt with Zip Pockets, Long Sleeve Casual Streetwear Top for Men & Women",gihuo-unisex-half-zip-washed-cotton-deni-1732422673329590528.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/dafca9ed9074493ba1b97180ca62f99f.png,42.89,1890.0,94.9,10.0,4.29,27.0,9,,https://shop.tiktok.com/view/product/1732422673329590528,Stop overthinking the Gihuo Unisex Half-Zip Washed Cotton Denim Hoodie and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
EKKO Waffle Project: Long Sleeve,ekko-waffle-project-long-sleeve-1732356624748023861.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/617fbf526de447469465606d97a2a7f8.png,42.0,1260.0,46.3,10.0,4.2,27.0,8,,https://shop.tiktok.com/view/product/1732356624748023861,POV: you found the EKKO Waffle Project: Long Sleeve before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies FLEX Regular Fit Duck Pants,Regular Fit, Utility Pockets, Workwear Streetwear Casual",dickies-flex-regular-fit-duck-pants-regu-1732482895086063935.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/70aab87b0a574741b62d0d8ca2794d51.png,39.99,1880.0,51.6,12.0,4.8,9.0,9,,https://shop.tiktok.com/view/product/1732482895086063935,"If you have been waiting on the Dickies FLEX Regular Fit Duck Pants, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Thick Heavyweight Cotton Graphic Hoodie - Premium Oatmeal Mineral Wash Menswear, Long Sleeve Western Clothing, Vintage Punk Retro Casual Streetwear Pull-o",men-s-thick-heavyweight-cotton-graphic-h-1732517344712102367.jpg,https://img.kalocdn.com/tiktok.product.images/tos-maliva-i-o3syd03w52-us/ae7a6c60a67841e6b88126f338f089df.png,39.98,1640.0,135.7,15.0,6.0,17.0,9,,https://shop.tiktok.com/view/product/1732517344712102367,Me telling you to grab the Men's Thick Heavyweight Cotton Graphic Hoodie -  before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longline Crewneck T-Shirt,Menswear Casual Tshirt Tops,TikTokShopfalldealsforyou",jmierr-mens-3-pack-cotton-hipster-hip-ho-1729536699344130411.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/cd995178aca44a35a390497c73ff4f25.png,37.98,8960.0,31.3,10.0,3.8,86.0,9,,https://shop.tiktok.com/view/product/1729536699344130411,Adding the JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longli to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Relaxed Fit Heavyweight Carpenter Jeans,100% Cotton, Utility Pockets, Hammer Loop, Durable Construction, Classic Workwear Style",dickies-relaxed-fit-heavyweight-carpente-1732482898182050111.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/92b3d8d3f5064dfc876e5212e5b0a887.png,36.24,2430.0,31.0,13.0,4.71,32.0,9,,https://shop.tiktok.com/view/product/1732482898182050111,I can not believe how good the Dickies is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"Men's Heavyweight Acid-Wash Pure Cotton Hooded Sweatshirt -Pullover Hoodies, Acid Wash Hoodie, Casual Pullover Sweatshirts, Mens Clothing, Unisex Style for Autu",men-s-heavyweight-acid-wash-pure-cotton--1732486777967054942.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/eaaa80841c37423b9328013b5526bfb0.png,36.18,1480.0,63.4,12.0,4.34,22.0,10,,https://shop.tiktok.com/view/product/1732486777967054942,Stop overthinking the Men's Heavyweight Acid-Wash Pure Cotton Hooded S and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
Men's Multi Pack Waffle Knit Pullover Hoodie (S-3XL),men-s-multi-pack-waffle-knit-pullover-ho-1731903520340218112.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/b07d71f6a09643eba03387414d5df234.png,34.97,2620.0,39.7,10.0,3.5,39.0,9,,https://shop.tiktok.com/view/product/1731903520340218112,Stop overthinking the Men's Multi Pack Waffle Knit Pullover Hoodie and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
JMIERR Mens Fashion Hoodies Fleece Long Sleeve Athletic Sweatshirt Pullover T Shirts,jmierr-mens-fashion-hoodies-fleece-long--1731708057864474987.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/691025ddb65d4d45abcd9e5ced33e3c1.png,32.98,3860.0,158.3,10.0,3.3,62.0,9,,https://shop.tiktok.com/view/product/1731708057864474987,Consider this your reminder to grab the JMIERR Mens Fashion Hoodies Fleece Long Sleeve A you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
COOFANDY Men's Mock Turtleneck Sweater Short Sleeve Casual Basic Tops Ribbed Knit Pullover Solid Tee,coofandy-men-s-mock-turtleneck-sweater-s-1730100691153948681.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/146a44ba72564b77af2f335cf394baa1.png,32.49,2500.0,30.4,10.0,3.25,74.0,10,,https://shop.tiktok.com/view/product/1730100691153948681,POV: you found the COOFANDY Men's Mock Turtleneck Sweater Short Sle before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"【CREATOR’S PICK】CAONAT Unisex Baggy Cargo Pants - Lightweight Water-Resistant Stretch Utility Pants, Relaxed Fit with Pockets, Comfortable Outdoor Pants for Hik",creator-s-pick-caonat-unisex-baggy-cargo-1732515531531719622.jpg,https://img.kalocdn.com/tiktok.product/1732515531531719622/cover.png,32.29,2420.0,613.2,12.0,3.87,32.0,7,,https://shop.tiktok.com/view/product/1732515531531719622,Adding the 【CREATOR’S PICK】CAONAT Unisex Baggy Cargo Pants  to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
"BAMBOO COOL Men's Mid Waist Athletic Boxer Briefs - Premium Smooth Stretch Fabric, 3D Pouch Support, Open Fly, Breathable, Non-Fading, Tag-Free, 4 or X-7 Pack (",bamboo-cool-men-s-mid-waist-athletic-box-1729732076819747269.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/627d94b33d2041a9b56dbea26f2ff890.png,31.99,991.69,89.1,15.0,4.8,12.0,10,,https://shop.tiktok.com/view/product/1729732076819747269,"Trust me, you want the BAMBOO COOL Men's Mid Waist Athletic Boxer Brief in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
Mystery Shorts,mystery-shorts-1732610416454898129.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/73e32fa2b4364d0c9a95e8c571448b7a.png,28.51,1800.0,95.9,15.0,4.28,23.0,10,,https://shop.tiktok.com/view/product/1732610416454898129,"Trust me, you want the Mystery Shorts in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting"
"Dickies | Men's Heavyweight Short Sleeve Pocket T-Shirt, 100% Cotton, Relaxed Fit, Functional Chest Pocket, Classic Workwear Casual Style",dickies-men-s-heavyweight-short-sleeve-p-1729504390135256383.jpg,https://img.kalocdn.com/tiktok.product/1729504390135256383/cover.png,26.99,2650.0,31.1,12.0,3.24,28.0,9,,https://shop.tiktok.com/view/product/1729504390135256383,Me telling you to grab the Dickies before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting"
