product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"BRUNO MARC Men's Patent Leather Penny Loafers, Classic Plain Slip-On Black Office Business Dress Shoes with Removable Insole, Closed Flats, Mens Gifts Footwear, TikTok Shop Back to",bruno-marc-men-s-patent-leather-penny-lo-1730571733816283420.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/93982c5bee2a40b6b6b1d296e5f5c0ea~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,37.49,10680.0,,10.0,3.75,,9,bruno marc,https://shop.tiktok.com/view/product/1730571733816283420,@dealsbyhayden,Hayden,13670.0,5,@dealsbyhayden,285.0,Stop overthinking the BRUNO MARC Men's Patent Leather Penny Loafers and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"108in L-Shape Boneless Modular Fabric Sectional Sofa with Ottoman, No-Assembly Compressed Cloud Couch, Comfy Multi-Seat Apartment Furniture for Living Room, Boneless Couches, Apart",108in-l-shape-boneless-modular-fabric-se-1732347490262815222.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/c840dd88fbbb4fd48f3668b025dec175~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,492.52,3230.0,,5.0,24.63,,10,ViralComfortCo,https://shop.tiktok.com/view/product/1732347490262815222,@dealsbyhayden,Hayden,13670.0,5,@dealsbyhayden,7.0,Me telling you to grab the 108in L-Shape Boneless Modular Fabric Sectional  before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Old Navy Men's Structured Loose Non-Stretch Jeans,old-navy-men-s-structured-loose-non-stre-1732330030659834535.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/c28f7a44215c49c5aaddcc11221f032b~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,35.4,47280.0,,9.0,3.19,,10,old navy,https://shop.tiktok.com/view/product/1732330030659834535,@tanner_kingery_,Drip on Demand,12770.0,6,@tanner_kingery_,1450.0,Consider this your reminder to grab the Old Navy Men's Structured Loose Non-Stretch Jean you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies FLEX Regular Fit Duck Pants,Regular Fit, Utility Pockets, Workwear Streetwear Casual",dickies-flex-regular-fit-duck-pants-regu-1732482895086063935.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/cf58dc77677b43deb496b7941a39a125~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,45.52,34430.0,,11.0,5.01,,7,dickies,https://shop.tiktok.com/view/product/1732482895086063935,@tanner_kingery_,Drip on Demand,12770.0,6,@tanner_kingery_,882.0,"If you have been waiting on the Dickies FLEX Regular Fit Duck Pants, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Relaxed Fit Heavyweight Carpenter Jeans,100% Cotton, Utility Pockets, Hammer Loop, Durable Construction, Classic Workwear Style",dickies-relaxed-fit-heavyweight-carpente-1732482898182050111.jpg,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/ef229c3f5a444defa1a712ab081f98e0~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.07,11240.0,,12.0,4.93,,7,dickies,https://shop.tiktok.com/view/product/1732482898182050111,@tanner_kingery_,Drip on Demand,12770.0,6,@tanner_kingery_,328.0,"If you have been waiting on the Dickies, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
PURE CHAMP | Men's 3-Pack Fleece Jogger Sweatpants | Soft Everyday Joggers with Zipper Pockets,pure-champ-men-s-3-pack-fleece-jogger-sw-1731812502918828803.jpg,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/b0d2b24dc8a84c5c99ec830b9a21a680~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,35.8,10930.0,,10.0,3.58,,8,pure champ,https://shop.tiktok.com/view/product/1731812502918828803,@tanner_kingery_,Drip on Demand,12770.0,6,@tanner_kingery_,298.0,Consider this your reminder to grab the PURE CHAMP you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Old Navy Men's 90s Straight Carpenter Jeans,old-navy-men-s-90s-straight-carpenter-je-1732422567656854183.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/c28f7a44215c49c5aaddcc11221f032b~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,58.24,2440.0,,9.0,5.24,,7,old navy,https://shop.tiktok.com/view/product/1732422567656854183,@tanner_kingery_,Drip on Demand,12770.0,6,@tanner_kingery_,42.0,The Old Navy Men's 90s Straight Carpenter Jeans is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Relaxed Fit Heavyweight Duck Carpenter Pants,100% Cotton, Utility Pockets, Straight Leg, Hammer Loop, Reinforced Seams,Rivets, Classic Workwear Style Casual Pants Loose",dickies-relaxed-fit-heavyweight-duck-car-1732482887814385983.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/4428f3c8499e4ebaab7740c1bfb1db19~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,39.99,2120.0,,11.0,4.4,,9,dickies,https://shop.tiktok.com/view/product/1732482887814385983,@tanner_kingery_,Drip on Demand,12770.0,6,@tanner_kingery_,59.0,Do NOT scroll past the Dickies if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
THESE WERE CUT,,,,,,,,,,,,,,,,,,,,SECTION,,,US,USD
Men's Cotton Waffle-Knit Thermal Henley Shirt Long Sleeve S-3XL Breathable Fashion Casual Pullover Solid Tops Knitwear Menswear Sweater Spring Comfort,,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/a72d0c2bdfb34393bd2dcef8a7ea6d4a~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,24.67,31570.0,,11.0,2.71,,9,the cozy closet,,@paydenmcdonald,Payden,15310.0,2,@paydenmcdonald,1260.0,"Trust me, you want the Men's Cotton Waffle-Knit Thermal Henley Shirt Lo in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.71/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1729627600250638734,US,USD
COOFANDY Men's Knit Polo Shirts Short Sleeve Ribbed Knitted Shirt Summer Lightweight Casual Golf Shirts,,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/7039cd79997a497da2259977b0862eff~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,29.74,5890.0,,8.0,2.38,,8,coofandy,,@paydenmcdonald,Payden,15310.0,2,@paydenmcdonald,214.0,Your future self will thank you for grabbing the COOFANDY Men's Knit Polo Shirts Short Sleeve Rib today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $2.38/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1730459123490787337,US,USD
"Distressed Washed Cotton 4-Pack Tees Breathable Sports Couples Plain Short Sleeve Black Cream Brown Blue Basic Oversized Tops Running Training Couple Matching Daily Wear,clothes fo",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/2e73a6cd357b4cffbcdb103dbe24df72~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,13.87,184350.0,,11.0,1.53,,9,ninth art mens clothing,,@themexicandadshop,TheMexicanDad,14430.0,4,@themexicandadshop,12390.0,The Distressed Washed Cotton 4-Pack Tees Breathable  everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.53/sale (< $3) — still has 9/10 ads,https://shop.tiktok.com/view/product/1731708399597753084,US,USD
"Men's Compression Shapewear Shirt - 1/2/3/4 Pack Short-Sleeve Nylon Clothes with High Elasticity, Soft Mesh, Breathable Lightweight Comfort - Gym Exercise Activewear for Calistheni",,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/9bad804067304a0ba3d0fa85e1c95c86~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,16.2,8070.0,,7.0,1.13,,8,man shape styles,,@themexicandadshop,TheMexicanDad,14430.0,4,@themexicandadshop,553.0,"I am so sorry if you already grabbed an Men's Compression Shapewear Shirt - 1/2/3/4 Pack, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",CUT,Commission $1.13/sale (< $3) — still has 8/10 ads,https://shop.tiktok.com/view/product/1730276893477212413,US,USD
